snp_chr	snp_pos	snp	peak_chr	peak_start	peak_end	disease.trait	pubmedid	reported.gene.s.	mapped_gene	strongest.snp.risk.allele	context	risk.allele.frequency	p.value	study.accession	Multiple
chr1	90781788	rs6669072	chr1	90781580	90782496	Cognitive function	28093568	BARHL2, ZNF644	BARHL2 - LOC105378853	rs6669072-?	intergenic_variant	NR	3e-8	GCST004077	FALSE
chr12	132442096	rs10870468	chr12	132441701	132442201	Gait speed in old age	28077804	LOC101928629	LOC105370092 - MUC8	rs10870468-?	intergenic_variant	NR	1e-6	GCST004110	FALSE
chr2	213046711	rs72948213	chr2	213046352	213046852	Facial morphology (factor 10, width of nasal floor)	28441456	NR	IKZF2	rs72948213-C	intron_variant	0.02706	2e-6	GCST004314	FALSE
chr2	106117609	rs17213078	chr2	106117279	106117779	Facial morphology (factor 23)	28441456	NR	UXS1	rs17213078-A	intron_variant	0.235	4e-6	GCST004327	FALSE
chr7	153748297	rs62486163	chr7	153747889	153748389	Facial morphology (factor 3, length of philtrum)	28441456	NR	DPP6	rs62486163-A	regulatory_region_variant	0.4023	4e-6	GCST004307	FALSE
chr11	27726946	rs17309930	chr11	27726901	27727401	Childhood body mass index	26604143	BDNF	BDNF - CBX3P1	rs17309930-A	intron_variant	0.21	1e-7	GCST003177	FALSE
chr20	62317060	rs2236521	chr20	62316853	62317353	Pelvic organ prolapse	26545240	LAMA5	LAMA5	rs2236521-A	intron_variant	0.16	6e-6	GCST003226	FALSE
chr16	79768943	rs4284656	chr16	79768586	79769086	Oropharynx cancer	27749845	LINC01229	MAFTRR	rs4284656-T	intron_variant	0.04403901382978104	2e-6	GCST003859	FALSE
chr14	90287967	rs11626933	chr14	90287637	90288137	Gut microbiota (bacterial taxa)	27723756	C14orf102	NRDE2	rs11626933-G	intron_variant	NR	2e-8	GCST003875	FALSE
chr3	38247760	rs3925158	chr3	38247304	38247804	Gut microbiota (bacterial taxa)	27723756	SLC22A13, MYD88, DLEC1, ACAA1, OXSR1	OXSR1	rs3925158-C	intron_variant	NR	6e-9	GCST003875	FALSE
chr14	77902942	rs74065827	chr14	77902736	77903236	Response to paliperidone in schizophrenia (positive Marder score)	27846195	NA	ADCK1	rs74065827-?	intron_variant	NR	1e-7	GCST004040	FALSE
chr14	77902942	rs74065827	chr14	77902736	77903236	Response to paliperidone in schizophrenia (Multivariate)	27846195	NA	ADCK1	rs74065827-?	intron_variant	NR	7e-7	GCST004043	FALSE
chr5	31182306	rs6869294	chr5	31182113	31182831	Oppositional defiant disorder dimensions in attention-deficit hyperactivity disorder	27021288	XR_925892.1	RPL19P11 - CDH6	rs6869294-A	intron_variant	NR	2e-6	GCST003472	FALSE
chr6	79878444	rs6919854	chr6	79878361	79878861	Daytime sleep phenotypes	27126917	RP1-92C4.2, ELOVL4, GAPDHP63, RPL35AP18	LOC107986614 - ELOVL4	rs6919854-T	intergenic_variant	NR	7e-6	GCST003518	FALSE
chr3	188169789	rs16863064	chr3	188169745	188170245	Schizophrenia	26198764	NR	LPP	rs16863064-G	intron_variant	NR	9e-6	GCST003048	FALSE
chr12	57094031	rs324017	chr12	57093804	57094304	Schizophrenia	26198764	NR	NAB2	rs324017-C	intron_variant	NR	3e-7	GCST003048	FALSE
chr14	92603644	rs72697297	chr14	92603488	92604212	Post bronchodilator FEV1/FVC ratio	26634245	RIN3	RIN3	rs72697297-T	intron_variant	0.843	1e-7	GCST003264	FALSE
chr7	80183510	rs67077197	chr7	80183290	80183790	Post bronchodilator FEV1	26634245	GNAI1	GNAI1	rs67077197-T	intron_variant	0.042	2e-6	GCST003262	FALSE
chr2	174772186	rs187076367	chr2	174771526	174772345	Post bronchodilator FEV1	26634245	BC046497	LOC105373750	rs187076367-A	intron_variant	0.999	1e-6	GCST003262	FALSE
chr4	140004716	rs1877075	chr4	140004477	140004977	Depression	27089181	NR	MAML3	rs1877075-A	intron_variant	NR	2e-6	GCST003769	FALSE
chr4	140004716	rs1877075	chr4	140004477	140004977	Depressive symptoms (MTAG)	29292387	NR	MAML3	rs1877075-G	intron_variant	0.6532	3e-8	GCST005323	FALSE
chr4	89836354	rs1372520	chr4	89835971	89836471	Neuroticism	27089181	NR	SNCA	rs1372520-T	intron_variant	0.207	2e-6	GCST003770	FALSE
chr6	21381296	rs6917586	chr6	21381280	21381780	Sum neutrophil eosinophil counts	27863252	intergenic	CDKAL1 - LINC00581	rs6917586-A	intergenic_variant	0.357	2e-11	GCST004613	FALSE
chr6	21381296	rs6917586	chr6	21381280	21381780	Sum basophil neutrophil counts	27863252	intergenic	CDKAL1 - LINC00581	rs6917586-A	intergenic_variant	0.3569	4e-11	GCST004620	FALSE
chr6	21381296	rs6917586	chr6	21381280	21381780	Granulocyte count	27863252	intergenic	CDKAL1 - LINC00581	rs6917586-A	intergenic_variant	0.3569	2e-11	GCST004614	FALSE
chr6	21381296	rs6917586	chr6	21381280	21381780	Myeloid white cell count	27863252	intergenic	CDKAL1 - LINC00581	rs6917586-A	intergenic_variant	0.3569	8e-12	GCST004626	FALSE
chr6	21381296	rs6917586	chr6	21381280	21381780	Neutrophil count	27863252	intergenic	CDKAL1 - LINC00581	rs6917586-A	intergenic_variant	0.357	3e-11	GCST004629	FALSE
chr6	21381296	rs6917586	chr6	21381280	21381780	White blood cell count	27863252	intergenic	CDKAL1 - LINC00581	rs6917586-A	intergenic_variant	0.3569	1e-12	GCST004610	FALSE
chr6	34651116	rs2814993	chr6	34650756	34651256	Height	18391952	C6orf106	C6orf106	rs2814993-A	intron_variant	0.15	4e-12	GCST000174	FALSE
chr6	34651116	rs2814993	chr6	34650756	34651256	Coronary artery disease	29212778	C6orf106	C6orf106	rs2814993-A	intron_variant	0.1431	1e-11	GCST005196	FALSE
chr11	116082456	rs77544685	chr11	116082164	116082664	Late-onset Alzheimer's disease	27770636	Intergenic	LOC105369513 - LOC107984393	rs77544685-T	intergenic_variant	0.013	5e-6	GCST003815	FALSE
chr22	48492443	rs1034435	chr22	48492293	48492793	Late-onset Alzheimer's disease	27770636	FAM19A5	FAM19A5	rs1034435-A	intron_variant	0.659	3e-6	GCST003815	FALSE
chr9	107043881	rs138543081	chr9	107043869	107044369	Late-onset Alzheimer's disease	27770636	Intergenic	LOC340512	rs138543081-T	intron_variant	0.009	1e-6	GCST003815	FALSE
chr12	112261736	rs2285810	chr12	112261466	112261966	C-reactive protein levels or LDL-cholesterol levels (pleiotropy)	27286809	C12orf51	HECTD4	rs2285810-T	non_coding_transcript_exon_variant	NR	8e-9	GCST003679	FALSE
chr2	202015507	rs4675248	chr2	202015351	202015851	Educational attainment (years of education)	27225129	NR	RNU6-440P - FZD7	rs4675248-A	intergenic_variant	0.4013	4e-8	GCST003676	FALSE
chr6	81753659	rs915125	chr6	81753165	81753665	Granulocyte percentage of myeloid white cells	27863252	FAM46A	FAM46A - LOC105377873	rs915125-T	regulatory_region_variant	0.2813	4e-26	GCST004608	FALSE
chr6	81753659	rs915125	chr6	81753165	81753665	Monocyte percentage of white cells	27863252	FAM46A	FAM46A - LOC105377873	rs915125-T	regulatory_region_variant	0.2811	2e-24	GCST004609	FALSE
chr6	81753659	rs915125	chr6	81753165	81753665	Neutrophil percentage of white cells	27863252	FAM46A	FAM46A - LOC105377873	rs915125-T	regulatory_region_variant	0.2812	3e-9	GCST004633	FALSE
chr1	90730619	rs12042107	chr1	90730246	90730746	Educational attainment	27046643	Intergenic	BARHL2 - LOC105378853	rs12042107-?	intergenic_variant	NR	7e-9	GCST003496	FALSE
chr14	52042383	rs1982963	chr14	52042332	52043073	Waist-to-hip ratio adjusted for body mass index	26785701	NID2	NID2	rs1982963-A	intron_variant	0.808	1e-14	GCST003338	FALSE
chr7	36645539	rs7794780	chr7	36645061	36645561	Skin pigmentation	28300201	NR	AOAH	rs7794780-C	intron_variant	NR	2e-6	GCST004219	FALSE
chr14	52060469	rs754423	chr14	52060064	52060564	Craniofacial microsomia	26853712	NID2, GNG2, TCONS_00022504, TCONS_00022745, C14orf166	NID2	rs754423-C	intron_variant	0.47	1e-7	GCST004412	FALSE
chr13	39160239	rs183751764	chr13	39159945	39160445	Fibroblast growth factor basic levels	27989323	NR	LOC105370169 - NXT1P1	rs183751764-T	intron_variant	NA	2e-6	GCST004459	FALSE
chr11	108565591	rs74435620	chr11	108565581	108566081	Interleukin-1-receptor antagonist levels	27989323	NR	EXPH5	rs74435620-G	intron_variant	NA	5e-6	GCST004447	FALSE
chr12	102765873	rs190043735	chr12	102765762	102766262	Interleukin-1-receptor antagonist levels	27989323	NR	LOC105369944 - LINC00485	rs190043735-G	intergenic_variant	NA	3e-6	GCST004447	FALSE
chr11	123519517	rs12799226	chr11	123519036	123519536	Interleukin-2 receptor antagonist levels	27989323	NR	GRAMD1B	rs12799226-C	intron_variant	NA	7e-6	GCST004454	FALSE
chr2	197273746	rs116220125	chr2	197273420	197273920	Interleukin-18 levels	27989323	NR	ANKRD44, ANKRD44-IT1	rs116220125-C	intron_variant	NA	4e-6	GCST004441	FALSE
chr14	92603635	rs72697295	chr14	92603488	92604212	Post bronchodilator FEV1/FVC ratio	26634245	RIN3	RIN3	rs72697295-C	intron_variant	0.157	1e-7	GCST003264	FALSE
chr3	55091110	rs193058367	chr3	55090700	55091200	Post bronchodilator FEV1/FVC ratio	26634245	Intergenic	CACNA2D3 - LOC105377096	rs193058367-A	intergenic_variant	0.998	2e-6	GCST003264	FALSE
chr10	121138445	rs1907240	chr10	121138399	121138899	Body mass index	28892062	MIR5694, FGFR2	LOC105378522	rs1907240-A	intergenic_variant	0.698	3e-11	GCST004904	FALSE
chr2	156342049	rs115182184	chr2	156341618	156342118	Major depression and alcohol dependence	29071344	intergenic	NR4A2 - LOC107985954	rs115182184-G	5_prime_UTR_variant	NR	8e-6	GCST005022	FALSE
chr15	85756967	rs62025270	chr15	85756715	85757215	Idiopathic pulmonary fibrosis	29066090	AKAP13, KLHL25	LOC101929679	rs62025270-A	intergenic_variant	0.247	1e-9	GCST004986	FALSE
chr6	29723242	rs1362126	chr6	29723105	29723605	Colorectal cancer	29228715	Intergenic	HCG4P11 - HLA-F	rs1362126-?	non_coding_transcript_exon_variant	NA	3e-7	GCST005149	FALSE
chr12	20445632	rs10841529	chr12	20445614	20446114	Coronary artery calcified atherosclerotic plaque (130 HU threshold) in type 2 diabetes	29221444	PDE3A	PDE3A	rs10841529-?	intron_variant	NR	2e-6	GCST005173	FALSE
chr13	80049211	rs7981942	chr13	80048731	80049231	Fasting blood insulin (BMI interaction)	22581228	SPRY2	LOC101927216	rs7981942-A	intron_variant	0.7782	2e-6	GCST001526	FALSE
chr11	133922749	rs34845616	chr11	133922419	133922919	Hand grip strength	29313844	IGSF9B	IGSF9B	rs34845616-A	intron_variant	0.252	3e-8	GCST005235	FALSE
chr6	31493934	rs2395040	chr6	31493716	31494216	Lobe attachment (rater-scored or self-reported)	29198719	NR	LOC102725068	rs2395040-?	regulatory_region_variant	NR	9e-7	GCST005192	FALSE
chr6	56371028	rs6899968	chr6	56370538	56371293	Lobe attachment (rater-scored or self-reported)	29198719	NR	COL21A1	rs6899968-?	intron_variant	NR	2e-9	GCST005192	FALSE
chr4	47278539	rs13127214	chr4	47278533	47279033	Major depressive disorder	29317602	GABRB1	GABRB1	rs13127214-C	intron_variant	NR	7e-6	GCST005231	FALSE
chr15	63985443	rs922182	chr15	63985095	63985595	Blood protein levels	28240269	DAPK2	DAPK2	rs922182-T	intron_variant	0.4471831	3e-18	GCST004365	FALSE
chr5	96734501	rs149313	chr5	96734062	96734562	Blood protein levels	28240269	CAST	CAST	rs149313-T	intron_variant	0.4708543	4e-33	GCST004365	FALSE
chr6	134047815	rs965652	chr6	134047618	134048118	Coronary artery disease	29212778	SLC2A12	SLC2A12	rs965652-A	intron_variant	0.485	1e-7	GCST005194	FALSE
chr1	199274100	rs1325190	chr1	199274073	199274573	Rheumatoid arthritis	25014791	LOC100131866, NR5A2	LOC107985243 - RPL23AP16	rs1325190-?	intron_variant	0.83	2e-6	GCST005562	FALSE
chr6	82068832	rs12526513	chr6	82068704	82069204	Intraocular pressure	29617998	LINC01526, IBTK	LOC102724168, LOC107986617	rs12526513-T	regulatory_region_variant	0.4489	2e-13	GCST005580	FALSE
chr7	134299375	rs2075371	chr7	134298900	134299400	Mean platelet volume	27863252	SLC35B4	SLC35B4	rs2075371-G	3_prime_UTR_variant	0.4769	4e-20	GCST004599	FALSE
chr9	134056342	rs2157770	chr9	134055888	134056388	Mean platelet volume	27863252	BRD3, RP11-374P20.4	BRD3, LOC100130548	rs2157770-G	intron_variant	0.286	2e-28	GCST004599	FALSE
chr12	49277876	rs80012730	chr12	49277434	49277934	Mean platelet volume	27863252	RP11-161H23.5	TUBA1C - LOC101927267	rs80012730-C	intergenic_variant	0.0744	1e-46	GCST004599	FALSE
chr12	49277876	rs80012730	chr12	49277434	49277934	Platelet count	27863252	RP11-161H23.5	TUBA1C - LOC101927267	rs80012730-C	intergenic_variant	0.0745	4e-10	GCST004603	FALSE
chr19	16086611	rs2303149	chr19	16086466	16086966	Mean platelet volume	27863252	TPM4	TPM4	rs2303149-G	intron_variant	0.4596	6e-10	GCST004599	FALSE
chr6	31493781	rs3094006	chr6	31493716	31494216	Plateletcrit	27863252	MICB	LOC102725068	rs3094006-C	intergenic_variant	0.726	1e-12	GCST004607	FALSE
chr3	2098694	rs13071423	chr3	2098392	2098892	Blood protein levels	29875488	NR	RN7SKP144 - CNTN4	rs13071423-A	regulatory_region_variant	0.198	5e-16	GCST005806	FALSE
chr14	52042345	rs17831525	chr14	52042332	52043073	Blood protein levels	29875488	NR	NID2	rs17831525-A	missense_variant	0.032	6e-28	GCST005806	FALSE
chr1	56938892	rs3216676	chr1	56938589	56939089	Blood protein levels	29875488	C8B	C8B	rs3216676-GA	intron_variant	0.323	6e-81	GCST005806	FALSE
chr1	56932065	rs612563	chr1	56931658	56932158	Blood protein levels	29875488	C8B	C8B	rs612563-C	intron_variant	0.324	6e-14	GCST005806	FALSE
chr3	53843122	rs6445607	chr3	53842721	53843221	Blood protein levels	29875488	NR	CHDH	rs6445607-T	intron_variant	0.615	7e-58	GCST005806	FALSE
chr4	8556539	rs13116227	chr4	8556243	8556743	Systemic lupus erythematosus	29494758	GPR78	TRMT44 - GPR78	rs13116227-T	intergenic_variant	0.09561	3e-11	GCST005754	FALSE
chr8	128178298	rs12156002	chr8	128178205	128178705	Systemic lupus erythematosus	28714469	PVT1, BC009730	MIR1208 - RN7SKP226	rs12156002-A	regulatory_region_variant	0.779	3e-7	GCST005752	FALSE
chr12	109822897	rs7971845	chr12	109822841	109823341	Creatinine levels	29403010	TRPV4	TRPV4	rs7971845-?	intron_variant	NR	3e-9	GCST005985	FALSE
chr5	39424526	rs1818782	chr5	39424121	39424621	Aspartate aminotransferase levels	29403010	DAB2	DAB2	rs1818782-?	intron_variant	NR	7e-9	GCST005999	FALSE
