snp_chr	snp_pos	snp	peak_chr	peak_start	peak_end	disease.trait	pubmedid	reported.gene.s.	mapped_gene	strongest.snp.risk.allele	context	risk.allele.frequency	p.value	study.accession	Multiple
chr11	114160077	rs648044	chr11	114159901	114160470	Non-glioblastoma glioma	26424050	ZBTB16	ZBTB16	rs648044-T	intron_variant	0.38	6e-11	GCST003227	TRUE
chr11	114160077	rs648044	chr11	114159901	114160470	Non-glioblastoma glioma	28346443	ZBTB16	ZBTB16	rs648044-A	intron_variant	0.39	5e-12	GCST004348	TRUE
chr5	177390635	rs6420094	chr5	177390371	177390872	Chronic kidney disease	26831199	SLC34A1	SLC34A1	rs6420094-G	intron_variant	0.34	4e-9	GCST003374	TRUE
chr5	177390635	rs6420094	chr5	177390371	177390872	Glomerular filtration rate (creatinine)	26831199	SLC34A1	SLC34A1	rs6420094-A	intron_variant	0.66	5e-22	GCST003372	TRUE
chr5	177390635	rs6420094	chr5	177390371	177390872	Chronic kidney disease	20383146	RGS14, PRR7, PFN3, GRK6, SLC34A1, F12, LMAN2	SLC34A1	rs6420094-G	intron_variant	0.34	1e-14	GCST000649	TRUE
chr2	28391927	rs925255	chr2	28391500	28392001	Inflammatory bowel disease	23128233	FOSL2, BRE	FLJ31356	rs925255-C	intron_variant	0.557	3e-15	GCST001725	TRUE
chr2	28391927	rs925255	chr2	28391500	28392001	Crohn's disease	28067908	FOSL2	FLJ31356	rs925255-?	intron_variant	NA	1e-9	GCST004132	TRUE
chr2	28391927	rs925255	chr2	28391500	28392001	Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)	26974007	FOSL2	FLJ31356	rs925255-?	intron_variant	NR	8e-18	GCST005537	TRUE
chr2	28391927	rs925255	chr2	28391500	28392001	Inflammatory bowel disease	28067908	FOSL2	FLJ31356	rs925255-?	intron_variant	NA	6e-11	GCST004131	TRUE
chr2	28391927	rs925255	chr2	28391500	28392001	Crohn's disease	26192919	NR	FLJ31356	rs925255-A	intron_variant	0.55	1e-16	GCST003044	TRUE
chr5	10695414	rs2930047	chr5	10694983	10695508	Inflammatory bowel disease	23128233	DAP	DAP	rs2930047-C	intron_variant	0.382	1e-8	GCST001725	TRUE
chr5	10695414	rs2930047	chr5	10694983	10695508	Crohn's disease	28067908	DAP	DAP	rs2930047-?	intron_variant	NA	4e-7	GCST004132	TRUE
chr5	10695414	rs2930047	chr5	10694983	10695508	Inflammatory bowel disease	28067908	DAP	DAP	rs2930047-?	intron_variant	NA	5e-6	GCST004131	TRUE
chr5	10695414	rs2930047	chr5	10694983	10695508	Ulcerative colitis	26192919	NR	DAP	rs2930047-G	intron_variant	0.372	1e-7	GCST003045	TRUE
chr5	10695414	rs2930047	chr5	10694983	10695508	Crohn's disease	26192919	NR	DAP	rs2930047-G	intron_variant	0.372	1e-12	GCST003044	TRUE
chr12	101823942	rs10860794	chr12	101823927	101824470	Blood protein levels	28240269	GNPTAB, RNA5SP369	GNPTAB	rs10860794-A	intron_variant	0.3114343	2e-11	GCST004365	TRUE
chr12	101823942	rs10860794	chr12	101823927	101824470	Blood protein levels	29875488	GNPTAB	GNPTAB	rs10860794-A	intron_variant	0.294	2e-16	GCST005806	TRUE
chr14	65849165	rs11625793	chr14	65849038	65849548	Schizophrenia	26198764	NR	LOC107984641 - NCOA4P1	rs11625793-G	intergenic_variant	NR	5e-7	GCST003048	TRUE
chr14	65849165	rs11625793	chr14	65849038	65849548	Schizophrenia	28991256	intergenic	LOC107984641 - NCOA4P1	rs11625793-G	intergenic_variant	NR	2e-7	GCST004946	TRUE
chr18	37784134	rs12961969	chr18	37783679	37784195	Neuroticism	27089181	CELF4	LOC105372072 - LOC107987257	rs12961969-A	intergenic_variant	0.2	2e-8	GCST003770	TRUE
chr18	37784134	rs12961969	chr18	37783679	37784195	Neuroticism	29255261	NR	LOC105372072 - LOC107987257	rs12961969-C	intergenic_variant	0.80839	9e-7	GCST005232	TRUE
chr13	80131180	rs11616380	chr13	80131171	80131680	Type 2 diabetes	26818947	SPRY2	LOC105370275	rs11616380-G	regulatory_region_variant	NR	3e-6	GCST003400	TRUE
chr13	80131180	rs11616380	chr13	80131171	80131680	Type 2 diabetes	29358691	SPRY2	LOC105370275	rs11616380-G	regulatory_region_variant	NR	1e-7	GCST005414	TRUE
chr3	186413811	rs9853115	chr3	186413427	186414569	Intraocular pressure	29235454	DGKG, LINC02052	DGKG - LOC107986164	rs9853115-?	regulatory_region_variant	NR	3e-15	GCST005170	TRUE
chr3	186413811	rs9853115	chr3	186413427	186414569	Intraocular pressure	29617998	DGKG, LINC02052	DGKG - LOC107986164	rs9853115-T	regulatory_region_variant	0.5008	2e-28	GCST005580	TRUE
chr15	63623587	rs11630290	chr15	63623480	63624032	Iris characteristics	21835309	HERC1	HERC1	rs11630290-C	intron_variant	NA	1e-6	GCST001199	FALSE
chr1	201983446	rs4950806	chr1	201983063	201983564	Butyrylcholinesterase levels	21862451	RNPEP	RNPEP	rs4950806-T	5_prime_UTR_variant	0.40	9e-16	GCST001207	FALSE
chr11	47272248	rs10501320	chr11	47271937	47272442	Proinsulin levels	21873549	MADD	MADD	rs10501320-G	5_prime_UTR_variant	0.72	1e-88	GCST001212	FALSE
chr10	18439030	rs12258967	chr10	18438303	18439178	Blood pressure	21909110	CACNB2	CACNB2	rs12258967-G	intron_variant	0.36	2e-16	GCST001236	FALSE
chr15	58401821	rs16940212	chr15	58401146	58401875	HDL cholesterol	21909109	intergenic	LOC101928635	rs16940212-T	intron_variant	0.34	1e-24	GCST001237	FALSE
chr15	58401821	rs16940212	chr15	58401146	58401875	Metabolic syndrome (multivariate analysis)	29632305	LOC101928635	LOC101928635	rs16940212-?	intron_variant	NR	4e-20	GCST005878	FALSE
chr15	58401821	rs16940212	chr15	58401146	58401875	HDL cholesterol levels	28334899	LIPC	LOC101928635	rs16940212-T	intron_variant	0.3	1e-25	GCST004234	FALSE
chr2	25078886	rs478222	chr2	25078327	25079026	Type 1 diabetes	21980299	EFR3B, 3NCOA1, C2orf79, CENPO, ADCY3, DNAJC27, POMC, DNMT3A	EFR3B	rs478222-?	intron_variant	0.59	4e-9	GCST001255	FALSE
chr6	5260703	rs2224391	chr6	5260205	5261789	Height	21998595	LYRM4	LYRM4	rs2224391-A	missense_variant	0.23	3e-6	GCST001263	FALSE
chr14	90555841	rs17793829	chr14	90555759	90556292	Cytomegalovirus antibody response	21993531	TTC7B	TTC7B	rs17793829-A	intron_variant	0.26	9e-6	GCST001272	FALSE
chr1	21439960	rs1976403	chr1	21439771	21440405	Liver enzyme levels (alkaline phosphatase)	22001757	ALPL, NBPF3	NBPF3	rs1976403-C	regulatory_region_variant	0.40	2e-50	GCST001276	FALSE
chr9	135137855	rs10776934	chr9	135137447	135137997	Response to hepatitis C treatment	22095909	OLFM1	OLFM1 - LOC102723948	rs10776934-T	regulatory_region_variant	NR	1e-6	GCST001325	FALSE
chr20	4717980	rs6116492	chr20	4717852	4718353	Creutzfeldt-Jakob disease (variant)	22137330	PRNP	PRNP - PRND	rs6116492-?	regulatory_region_variant	NR	5e-7	GCST001334	FALSE
chr8	17348068	rs4921542	chr8	17347623	17348191	Creutzfeldt-Jakob disease (variant)	22137330	MTMR7	LOC102724838, MTMR7	rs4921542-?	intron_variant	NR	2e-8	GCST001334	FALSE
chr10	79274913	rs1250542	chr10	79274604	79275105	Multiple sclerosis	22190364	ZMIZ1	ZMIZ1	rs1250542-A	intron_variant	0.37	4e-7	GCST001341	FALSE
chr21	16455971	rs2823819	chr21	16455940	16456441	Attention deficit hyperactivity disorder	20732626	C21orf34	MIR99AHG	rs2823819-C	intron_variant	0.18	7e-7	GCST000684	FALSE
chr2	176127051	rs2592394	chr2	176126966	176127467	Magnesium levels	20700443	HOXD9	HOXD9 - LOC100129455	rs2592394-A	intron_variant	0.30	5e-7	GCST000756	FALSE
chr2	176127051	rs2592394	chr2	176126966	176127467	Peripheral arterial disease (traffic-related air pollution interaction)	27082954	NR	HOXD9 - LOC100129455	rs2592394-?	intron_variant	NR	3e-6	GCST004482	FALSE
chr2	177044867	rs1529093	chr2	177044460	177045283	Non-alcoholic fatty liver disease histology (other)	20708005	intergenic	LOC107985965 - LOC105373760	rs1529093-A	intron_variant	0.41	2e-6	GCST000765	FALSE
chr5	88551768	rs17421627	chr5	88551539	88552040	Retinal vascular caliber	21060863	MEF2C	LINC00461	rs17421627-G	intron_variant	0.08	7e-16	GCST000847	FALSE
chr20	49938440	rs2235617	chr20	49938106	49938607	Psoriasis	20953190	ZNF313	RNF114	rs2235617-?	intron_variant	NR	2e-6	GCST000833	FALSE
chr13	78976799	rs7319358	chr13	78976462	78977112	Ulcerative colitis	20848476	intergenic	LOC105370273	rs7319358-A	intergenic_variant	NR	3e-6	GCST000853	FALSE
chr15	89358801	rs4932217	chr15	89358458	89358959	Height	18193045	POLG	TRR-TCG1-1 - LINC00925	rs4932217-A	regulatory_region_variant	0.58	8e-7	GCST000136	FALSE
chr6	51801833	rs10498792	chr6	51801363	51801864	Prostate cancer	17903305	PKHD1	PKHD1	rs10498792-?	intron_variant	NR	3e-6	GCST000095	FALSE
chr6	88403098	rs10485165	chr6	88402745	88403261	Select biomarker traits	17903293	intergenic	LOC105377885	rs10485165-?	intron_variant	NR	1e-6	GCST000083	FALSE
chr10	6348488	rs947474	chr10	6347942	6348607	Type 1 diabetes	18978792	PRKCQ	LOC399716	rs947474-G	regulatory_region_variant	0.19	4e-9	GCST000258	FALSE
chr10	6348488	rs947474	chr10	6347942	6348607	Rheumatoid arthritis (ACPA-positive)	24532676	PRKCQ	LOC399716	rs947474-A	regulatory_region_variant	0.82	1e-8	GCST006048	FALSE
chr10	6348488	rs947474	chr10	6347942	6348607	Rheumatoid arthritis	24390342	PRKCQ	LOC399716	rs947474-A	regulatory_region_variant	0.81	3e-10	GCST002318	FALSE
chr1	167187263	rs9803659	chr1	167186715	167187348	Liver enzyme levels	18940312	POU2F1	LINC01363	rs9803659-C	intron_variant	NR	4e-6	GCST000248	FALSE
chr11	94934799	rs10831284	chr11	94933584	94934858	Attention deficit hyperactivity disorder and conduct disorder	18951430	AMOTL1, CWC15, JMJD2D	ST13P11 - CWC15	rs10831284-G	regulatory_region_variant	0.13	2e-6	GCST000253	FALSE
chr8	98117279	rs2071598	chr8	98116907	98117982	Prion diseases	22210626	NR	HRSP12 - POP1	rs2071598-?	regulatory_region_variant	NR	9e-6	GCST001366	FALSE
chr17	7239532	rs117616209	chr17	7239325	7240119	Metabolite levels	22286219	SLC2A4	PHF23 - GABARAP	rs117616209-?	intron_variant	NR	3e-14	GCST001391	FALSE
chr19	18636795	rs3764628	chr19	18636599	18637121	Orofacial clefts	22419666	intergenic	TMEM59L - KLHL26	rs3764628-?	regulatory_region_variant	0.12	4e-6	GCST001442	FALSE
chr1	155135691	rs12726330	chr1	155135492	155136094	Parkinson's disease	22451204	GBA	SLC50A1	rs12726330-?	splice_region_variant	NR	5e-8	GCST001430	FALSE
chr9	17731923	rs1536076	chr9	17731624	17732125	Parkinson's disease	22451204	SH3GL2	SH3GL2	rs1536076-?	intron_variant	NR	5e-7	GCST001430	FALSE
chr1	205708998	rs16856186	chr1	205708662	205709163	Pulmonary function decline	22424883	intergenic	LOC105371701 - NUCKS1	rs16856186-?	regulatory_region_variant	NR	9e-6	GCST001444	FALSE
chr5	141320922	rs10875595	chr5	141320090	141321013	Pulmonary function decline	22424883	intergenic	TAF7 - PCDHGA1	rs10875595-?	regulatory_region_variant	NR	1e-6	GCST001444	FALSE
chr3	52686064	rs1108842	chr3	52685328	52686296	Adiponectin levels	22479202	GNL3	GNL3	rs1108842-C	5_prime_UTR_variant	0.50	1e-13	GCST001465	FALSE
chr17	7215003	rs507506	chr17	7214838	7215373	Adiponectin levels	22479202	NR	DLG4	rs507506-G	intron_variant	NR	2e-6	GCST001465	FALSE
chr12	6829708	rs3741920	chr12	6829206	6829717	Response to Vitamin E supplementation	22437554	CD4, LEPREL2, GNB3	P3H3	rs3741920-T	non_coding_transcript_exon_variant	0.16	4e-6	GCST001450	FALSE
chr1	170664755	rs659580	chr1	170664573	170665074	Response to angiotensin II receptor blocker therapy	22566498	PRRX1	PRRX1	rs659580-T	intron_variant	NR	1e-6	GCST001520	FALSE
chr1	170664755	rs659580	chr1	170664573	170665074	Lobe attachment (rater-scored or self-reported)	29198719	NR	PRRX1	rs659580-?	intron_variant	NR	3e-8	GCST005192	FALSE
chr3	122670146	rs790123	chr3	122670062	122670563	Response to angiotensin II receptor blocker therapy	22566498	EIF4BP8	EIF4BP8 - PARP14	rs790123-T	intergenic_variant	NR	6e-6	GCST001520	FALSE
chr2	31251376	rs597800	chr2	31250939	31251455	Estradiol levels	22675492	EHD3	EHD3	rs597800-C	intron_variant	0.15	5e-7	GCST001553	FALSE
chr1	159204097	rs3027009	chr1	159203664	159204440	Lean body mass and age at menarche (combined)	22744181	DARC	ACKR1	rs3027009-?	5_prime_UTR_variant	NR	7e-7	GCST001584	FALSE
chr10	69180045	rs10998624	chr10	69179703	69180497	Immune reponse to smallpox (secreted IL-1beta)	22610502	SUPV3L1, VPS26A	VPS26A - SUPV3L1	rs10998624-A	regulatory_region_variant	NA	1e-9	GCST001533	FALSE
chr5	170523390	rs11957313	chr5	170523067	170523595	Normalized brain volume	19010793	KCNIP1	KCNIP1	rs11957313-?	intron_variant	0.13	9e-6	GCST000268	FALSE
chr16	82609046	rs11646213	chr16	82609041	82609542	Hypertension	19304780	CDH13	LOC101928392 - CDH13	rs11646213-T	intergenic_variant	0.60	8e-6	GCST000361	FALSE
chr5	112907271	rs469727	chr5	112907038	112907539	Attention deficit hyperactivity disorder	18839057	REEP5	REEP5	rs469727-?	intron_variant	NR	8e-6	GCST000246	FALSE
chr10	96375748	rs10786284	chr10	96375258	96375768	Attention deficit hyperactivity disorder	18839057	TLL2	TLL2	rs10786284-?	intron_variant	NR	2e-6	GCST000246	FALSE
chr2	42754099	rs930421	chr2	42753981	42754482	Attention deficit hyperactivity disorder	18821565	OXER1	MTA3	rs930421-?	3_prime_UTR_variant	NR	6e-6	GCST000281	FALSE
chr2	88016274	rs12714207	chr2	88016232	88017293	Bilirubin levels	19414484	KRCC1	LOC100419917 - RNU2-63P	rs12714207-T	intergenic_variant	0.32	5e-7	GCST000386	FALSE
chr12	20368720	rs10841496	chr12	20367961	20368770	Male infertility	19478329	PDE3A	LOC105369688 - PDE3A	rs10841496-?	intron_variant	0.58	5e-7	GCST000412	FALSE
chr2	216033935	rs7590720	chr2	216033926	216034427	Alcohol dependence	19581569	PECR	PECR	rs7590720-G	intron_variant	0.29	1e-8	GCST000432	FALSE
chr11	46700671	rs7932354	chr11	46700361	46701002	Bone mineral density (hip)	19801982	ARHGAP1	ARHGAP1 - ZNF408	rs7932354-T	regulatory_region_variant	0.29	4e-9	GCST000495	FALSE
chr11	46700671	rs7932354	chr11	46700361	46701002	Bone mineral density	22504420	ARHGAP1	ARHGAP1 - ZNF408	rs7932354-T	regulatory_region_variant	0.31	5e-18	GCST001482	FALSE
chr12	56042145	rs1131017	chr12	56041402	56042407	Inflammatory skin disease	25574825	RPS26	RPS26	rs1131017-?	5_prime_UTR_variant	NR	4e-8	GCST002740	FALSE
chr3	45338285	rs854216	chr3	45337940	45338441	Inflammatory skin disease	25574825	TMEM158, LARS2	LOC105377062	rs854216-?	regulatory_region_variant	NR	5e-7	GCST002740	FALSE
chr7	92134309	rs2229188	chr7	92134261	92135113	Lifespan	25918517	CYP51A1	CYP51A1	rs2229188-?	missense_variant	0.087	2e-8	GCST002846	FALSE
chr7	87231997	rs6942407	chr7	87231665	87232169	Food allergy	25710614	LOC100289677, TP53TG1	TMEM243 - TP53TG1	rs6942407-?	regulatory_region_variant	NR	8e-6	GCST002790	FALSE
chr9	104094512	rs4742903	chr9	104093506	104094546	Breast cancer	29059683	NR	SMC2	rs4742903-C	intron_variant	0.5563	2e-7	GCST004988	FALSE
chr9	104094512	rs4742903	chr9	104093506	104094546	High-grade serous ovarian cancer	28346442	NR	SMC2	rs4742903-T	intron_variant	0.563	6e-6	GCST004480	FALSE
chr9	19457614	rs67500807	chr9	19457344	19457862	Breast cancer	29059683	NR	ACER2 - MAP1LC3BP1	rs67500807-TG	TF_binding_site_variant	0.3727	4e-6	GCST004988	FALSE
chr11	66843174	rs7570	chr11	66843152	66843672	Breast cancer	29059683	NR	C11orf80	rs7570-C	synonymous_variant	0.2653	8e-6	GCST004988	FALSE
chr1	170532315	rs11578119	chr1	170531558	170532642	Male-pattern baldness	29146897	PRRX1	LOC101928650, GORAB	rs11578119-C	intron_variant	NR	3e-20	GCST005116	FALSE
chr2	176127129	rs71421546	chr2	176126966	176127467	Male-pattern baldness	29146897	HOXD3	LOC100129455	rs71421546-C	intron_variant	NR	1e-14	GCST005116	FALSE
chr12	48995537	rs1054442	chr12	48995338	48995854	Cognitive ability	29186694	ENSG00000258283	DDN	rs1054442-?	3_prime_UTR_variant	NR	3e-8	GCST005142	FALSE
chr12	48995537	rs1054442	chr12	48995338	48995854	Bipolar disorder	27329760	DDN	DDN	rs1054442-A	3_prime_UTR_variant	0.62	1e-8	GCST003724	FALSE
chr12	48995537	rs1054442	chr12	48995338	48995854	Cognitive ability (MTAG)	29186694	ENSG00000258283	DDN	rs1054442-?	3_prime_UTR_variant	NR	9e-10	GCST005141	FALSE
chr18	12947463	rs3809912	chr18	12947430	12948146	Cognitive ability	29186694	SEH1L	EIF4A2P1 - SEH1L	rs3809912-?	5_prime_UTR_variant	NR	3e-8	GCST005142	FALSE
chr18	12947463	rs3809912	chr18	12947430	12948146	Cognitive ability (MTAG)	29186694	SEH1L	EIF4A2P1 - SEH1L	rs3809912-?	5_prime_UTR_variant	NR	7e-9	GCST005141	FALSE
chr10	102230055	rs10786662	chr10	102229686	102230213	Cognitive ability	29186694	PITX3, ELOVL3	ELOVL3 - PITX3	rs10786662-?	regulatory_region_variant	NR	3e-6	GCST005142	FALSE
chr10	102230055	rs10786662	chr10	102229686	102230213	Cognitive ability (MTAG)	29186694	PITX3, ELOVL3	ELOVL3 - PITX3	rs10786662-?	regulatory_region_variant	NR	3e-13	GCST005141	FALSE
chr10	102230055	rs10786662	chr10	102229686	102230213	Educational attainment (years of education)	27225129	NR	ELOVL3 - PITX3	rs10786662-C	regulatory_region_variant	0.5533	5e-14	GCST003676	FALSE
chr1	204617919	rs11588857	chr1	204617842	204618343	Cognitive ability (MTAG)	29186694	LRRN2	LRRN2, LOC105371692	rs11588857-?	missense_variant	NR	2e-9	GCST005141	FALSE
chr1	204617919	rs11588857	chr1	204617842	204618343	Educational attainment (years of education)	27225129	NR	LRRN2, LOC105371692	rs11588857-A	missense_variant	0.2106	3e-13	GCST003676	FALSE
chr9	18362867	rs10511652	chr9	18362799	18363311	Myopia	27182965	SH3GL2, ADAMTSL1	LOC107986990, ADAMTSL1	rs10511652-?	intron_variant	NR	2e-14	GCST003997	FALSE
chr12	117858119	rs10507285	chr12	117857647	117858148	Body mass index (change over time) in chronic obstructive pulmonary disease	28044437	KSR2	KSR2	rs10507285-?	intron_variant	NA	8e-6	GCST004105	FALSE
chr11	99351618	rs1394461	chr11	99351558	99352059	Waist-hip ratio	25673412	CNTN5	CNTN5	rs1394461-C	intron_variant	0.2513	4e-8	GCST004064	FALSE
chr14	79474040	rs7144011	chr14	79473664	79474183	Waist circumference	25673412	NRXN3	NRXN3	rs7144011-T	intron_variant	0.2191	2e-7	GCST004065	FALSE
chr14	79474040	rs7144011	chr14	79473664	79474183	Hip circumference	25673412	NRXN3	NRXN3	rs7144011-T	intron_variant	0.219	9e-13	GCST004066	FALSE
chr1	184051811	rs2274432	chr1	184051432	184051988	Waist circumference adjusted for body mass index	25673412	TSEN15	TSEN15	rs2274432-A	missense_variant	0.3615	4e-6	GCST004063	FALSE
chr1	184051811	rs2274432	chr1	184051432	184051988	Height	18391951	GLT25D2, C1orf19	TSEN15	rs2274432-T	missense_variant	0.37	8e-9	GCST000175	FALSE
chr1	184051811	rs2274432	chr1	184051432	184051988	Waist circumference adjusted for BMI in inactive individuals	28448500	NA	TSEN15	rs2274432-A	missense_variant	0.3568	2e-8	GCST004565	FALSE
chr1	184051811	rs2274432	chr1	184051432	184051988	Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction)	28448500	TSEN15	TSEN15	rs2274432-?	missense_variant	0.3569	3e-6	GCST004563	FALSE
chr1	184051811	rs2274432	chr1	184051432	184051988	Waist circumference adjusted for BMI (adjusted for smoking behaviour)	28443625	TSEN15	TSEN15	rs2274432-A	missense_variant	0.3486	3e-14	GCST004500	FALSE
chr1	184051811	rs2274432	chr1	184051432	184051988	Waist circumference adjusted for BMI (joint analysis main effects and smoking interaction)	28443625	TSEN15	TSEN15	rs2274432-A	missense_variant	0.3486	2e-15	GCST004501	FALSE
chr1	184051811	rs2274432	chr1	184051432	184051988	Waist circumference adjusted for BMI in non-smokers	28443625	TSEN15	TSEN15	rs2274432-A	missense_variant	0.3486	8e-6	GCST004504	FALSE
chr2	221181621	rs188832927	chr2	221181266	221181767	Angiotensin-converting enzyme inhibitor intolerance	28030426	NYAP2	LOC107985988 - EPHA4	rs188832927-?	intergenic_variant	0.073287	7e-6	GCST004029	FALSE
chr2	41954539	rs6740960	chr2	41954137	41954656	Nonsyndromic cleft lip with or without cleft palate	28087736	C2orf91, PKDCC	C2orf91	rs6740960-T	intergenic_variant	NA	2e-10	GCST004088	FALSE
chr2	41954539	rs6740960	chr2	41954137	41954656	Chin dimples	27182965	C2orf91, PKDCC	C2orf91	rs6740960-?	intergenic_variant	NR	4e-13	GCST003989	FALSE
chr14	90698719	rs1742101	chr14	90698306	90698973	Response to platinum-based neoadjuvant chemotherapy in cervical cancer	28120872	CALM1, TTC7B, NRDE2, PSMC1, RPS18P2, RPS6KA5, RNU7- 30P, C14orf159, SNORA11B	TTC7B, LOC105370622	rs1742101-G	non_coding_transcript_exon_variant	0.5	7e-6	GCST004097	FALSE
chr16	30999862	rs4889606	chr16	30999408	30999909	Hip circumference	25673412	STX1B2	STX1B	rs4889606-A	intron_variant	0.6099	9e-9	GCST004066	FALSE
chr5	115816997	rs34869	chr5	115816419	115817212	Intraocular pressure	29617998	CDO1	CDO1 - ATG12	rs34869-G	regulatory_region_variant	0.5762	4e-10	GCST005580	FALSE
chr6	52528549	rs55828716	chr6	52528369	52528876	Intraocular pressure	29617998	TRAM2	TRAM2	rs55828716-C	intron_variant	0.7152	2e-9	GCST005580	FALSE
chr3	124565208	rs986912	chr3	124564869	124565393	Intraocular pressure	29617998	KALRN	KALRN, LOC105374076	rs986912-G	intron_variant	0.6892	3e-9	GCST005580	FALSE
chr19	11156017	rs7251031	chr19	11155667	11156175	Intraocular pressure	29617998	SPC24	SPC24 - KANK2	rs7251031-T	regulatory_region_variant	0.6962	7e-9	GCST005580	FALSE
chr16	1706177	rs6600164	chr16	1705917	1706418	Intraocular pressure	29617998	MAPK8IP3	HN1L - MAPK8IP3	rs6600164-T	TF_binding_site_variant	0.83	5e-8	GCST005580	FALSE
chr7	32250953	rs17161076	chr7	32250642	32251244	Body mass index	26426971	LOC100130673, LSM5, AVL9, DPY19L1P1, ZNRF2P1, MIR550A2, MIR550B2	PDE1C	rs17161076-A	intron_variant	0.780157788540475	3e-8	GCST005951	FALSE
chr12	113250054	rs729062	chr12	113249555	113250056	Body mass index	26426971	RPH3A, OAS1, OAS2, OAS3, DTX1, RASAL1, CCDC42B, DDX54, C12orf52, IQCD, SLC24A6, PLBD2, SDS, SDSL, LHX5	TPCN1	rs729062-A	intron_variant	0.919700006608392	9e-9	GCST005951	FALSE
chr16	21599483	rs1478461	chr16	21599154	21599823	Depression (broad)	29662059	NR	METTL9	rs1478461-T	5_prime_UTR_variant	0.6618	1e-7	GCST005902	FALSE
chr6	27478787	rs7749305	chr6	27478619	27479123	Depression (broad)	29662059	NR	LOC105375001 - TRS-AGA2-3	rs7749305-C	regulatory_region_variant	0.1209	4e-11	GCST005902	FALSE
chr6	26537573	rs6920256	chr6	26537164	26538633	Urinary tract infection frequency	28928442	NR	TRR-ACG1-3 - TRV-CAC1-6	rs6920256-?	regulatory_region_variant	NR	1e-7	GCST005012	FALSE
chr6	30828882	rs1264349	chr6	30828396	30828897	Urinary tract infection frequency	28928442	NR	LINC00243	rs1264349-?	intron_variant	NR	4e-6	GCST005012	FALSE
chr11	95727458	rs66878487	chr11	95727419	95727991	Rubella	28928442	NR	LOC107984377 - FGFR3P2	rs66878487-?	intergenic_variant	NR	8e-7	GCST005020	FALSE
chr3	3799184	rs9827335	chr3	3799046	3799661	Rubella	28928442	NR	LOC100130207	rs9827335-?	intron_variant	NR	4e-7	GCST005020	FALSE
chr1	8422018	rs301806	chr1	8421671	8422172	Allergic disease (asthma, hay fever or eczema)	29083406	RERE	RERE	rs301806-T	intron_variant	0.54	2e-20	GCST005038	FALSE
chr1	8422018	rs301806	chr1	8421671	8422172	Depressive symptoms (MTAG)	29292387	NR	RERE	rs301806-C	intron_variant	0.4406	1e-9	GCST005323	FALSE
chr1	8422018	rs301806	chr1	8421671	8422172	Major depressive disorder	27479909	RERE	RERE	rs301806-T	intron_variant	0.551911	2e-9	GCST006041	FALSE
chr3	187915480	rs519973	chr3	187915189	187915690	Allergic disease (asthma, hay fever or eczema)	29083406	BCL6, LPP-AS2	LOC105374264 - LOC105374265	rs519973-A	intergenic_variant	0.35	5e-10	GCST005038	FALSE
chr12	56007301	rs10876864	chr12	56007148	56007980	Allergic disease (asthma, hay fever or eczema)	29083406	SUOX, IKZF4	SUOX - IKZF4	rs10876864-G	regulatory_region_variant	0.39	1e-19	GCST005038	FALSE
chr12	56007301	rs10876864	chr12	56007148	56007980	Vitiligo	22951725	PMEL, DGKA, CDK2, RAB5B, ZNFN1A4, PA2G4, SUOX, RPS26, ERBB3	SUOX - IKZF4	rs10876864-G	regulatory_region_variant	0.24	8e-12	GCST001670	FALSE
chr12	56007301	rs10876864	chr12	56007148	56007980	Eosinophil percentage of white cells	27863252	IKZF4	SUOX - IKZF4	rs10876864-A	regulatory_region_variant	0.5742	4e-14	GCST004600	FALSE
chr12	56007301	rs10876864	chr12	56007148	56007980	Eosinophil percentage of granulocytes	27863252	IKZF4	SUOX - IKZF4	rs10876864-A	regulatory_region_variant	0.5741	1e-11	GCST004617	FALSE
chr12	56007301	rs10876864	chr12	56007148	56007980	Neutrophil percentage of granulocytes	27863252	IKZF4	SUOX - IKZF4	rs10876864-A	regulatory_region_variant	0.5741	7e-11	GCST004623	FALSE
chr14	35292469	rs1048990	chr14	35292034	35292535	Allergic disease (asthma, hay fever or eczema)	29083406	PSMA6	PSMA6	rs1048990-G	5_prime_UTR_variant	0.16	1e-8	GCST005038	FALSE
chr1	213369363	rs17020562	chr1	213369299	213370288	Breast cancer in childhood cancer survivors	29059430	RPS6KC1	RPS6KC1	rs17020562-C	intergenic_variant	0.001	3e-7	GCST005111	FALSE
chr1	213369363	rs17020562	chr1	213369299	213370288	Breast cancer in childhood cancer survivors treated with less than 10 gray radiotherapy	29059430	RPS6KC1	RPS6KC1	rs17020562-C	intergenic_variant	0.0005	7e-8	GCST005110	FALSE
chr9	17695595	rs78314758	chr9	17695437	17695938	Pursuit maintenance gain	29064472	SH3GL2	SH3GL2	rs78314758-A	intron_variant	0.1509	3e-8	GCST005024	FALSE
chr13	35484474	rs9600832	chr13	35484269	35484770	Obstructive sleep apnea trait (apnea hypopnea index)	29077507	NBEA	NBEA	rs9600832-C	intron_variant	NA	6e-7	GCST005051	FALSE
