snp_chr	snp_pos	snp	peak_chr	peak_start	peak_end	disease.trait	pubmedid	reported.gene.s.	mapped_gene	strongest.snp.risk.allele	context	risk.allele.frequency	p.value	study.accession	Multiple
chr11	74589396	rs72977282	chr11	74588774	74589408	Hand grip strength	29691431	POLD3	LOC105369386 - POLD3	rs72977282-A	intron_variant	0.4132	9e-10	GCST005830	FALSE
chr4	38678394	rs13132853	chr4	38678033	38678534	Hand grip strength	29691431	KLF3	KLF3	rs13132853-A	intron_variant	0.6352	9e-9	GCST005830	FALSE
chr18	23503774	rs303760	chr18	23503105	23503778	Hand grip strength	29691431	C18orf8	C18orf8	rs303760-T	intron_variant	0.346	2e-8	GCST005830	FALSE
chr5	134526066	rs329120	chr5	134525858	134527167	Hand grip strength	29691431	JADE2	JADE2	rs329120-T	intron_variant	0.418	2e-8	GCST005830	FALSE
chr5	134526066	rs329120	chr5	134525858	134527167	Body mass index	28892062	JADE2	JADE2	rs329120-T	intron_variant	0.372	4e-8	GCST004904	FALSE
chr7	86965067	rs6958716	chr7	86964711	86965213	Seborrheic dermatitis	29203360	KIAA1324L	KIAA1324L	rs6958716-?	intron_variant	NR	1e-7	GCST005655	FALSE
chr7	150824966	rs4725366	chr7	150824748	150825249	Serum metabolite concentrations in chronic kidney disease	29545352	TMEM176A, AOC1	AOC1, LOC105375567	rs4725366-G	splice_region_variant	NR	2e-12	GCST005648	FALSE
chr10	59708831	rs1171616	chr10	59708706	59709207	Serum metabolite concentrations in chronic kidney disease	29545352	SLC16A9	SLC16A9	rs1171616-T	intron_variant	NR	3e-15	GCST005648	FALSE
chr10	59708831	rs1171616	chr10	59708706	59709207	Acylcarnitine levels	26068415	SLC16A9	SLC16A9	rs1171616-T	intron_variant	0.7835	6e-10	GCST002961	FALSE
chr12	112862964	rs3948714	chr12	112862438	112862997	Chloride levels	29403010	RPH3A	RPH3A	rs3948714-?	intron_variant	NR	3e-9	GCST006030	FALSE
chr11	61828092	rs968567	chr11	61827713	61828214	Serum metabolite ratios in chronic kidney disease	29545352	FADS2	FADS2	rs968567-T	5_prime_UTR_variant	NR	5e-14	GCST005650	FALSE
chr11	61828092	rs968567	chr11	61827713	61828214	Rheumatoid arthritis	24390342	FADS1, FADS2, FADS3	FADS2	rs968567-C	5_prime_UTR_variant	0.83	2e-8	GCST002318	FALSE
chr11	61828092	rs968567	chr11	61827713	61828214	Blood metabolite levels	24816252	FADS1	FADS2	rs968567-T	5_prime_UTR_variant	0.18	2e-21	GCST002443	FALSE
chr11	61828092	rs968567	chr11	61827713	61828214	Glycerophospholipid levels	26068415	FADS2, FADS1, FADS3	FADS2	rs968567-T	5_prime_UTR_variant	0.1587	1e-18	GCST002965	FALSE
chr11	61828092	rs968567	chr11	61827713	61828214	Vitiligo	27723757	FADS2	FADS2	rs968567-?	5_prime_UTR_variant	NR	1e-7	GCST004785	FALSE
chr11	61815236	rs174561	chr11	61814890	61815639	Serum metabolite ratios in chronic kidney disease	29545352	MIR1908	MIR1908, FADS1	rs174561-C	5_prime_UTR_variant	NR	3e-17	GCST005650	FALSE
chr10	59709780	rs1171614	chr10	59709673	59710546	Serum metabolite ratios in chronic kidney disease	29545352	SLC16A9	SLC16A9	rs1171614-C	5_prime_UTR_variant	NR	3e-12	GCST005650	FALSE
chr10	59709780	rs1171614	chr10	59709673	59710546	Blood metabolite levels	24816252	SLC16A9	SLC16A9	rs1171614-T	5_prime_UTR_variant	0.22	3e-23	GCST002443	FALSE
chr10	59709780	rs1171614	chr10	59709673	59710546	Urate levels	23263486	SLC16A9	SLC16A9	rs1171614-T	5_prime_UTR_variant	0.22	2e-28	GCST001791	FALSE
chr10	59709780	rs1171614	chr10	59709673	59710546	Acylcarnitine levels	26068415	SLC16A9	SLC16A9	rs1171614-T	5_prime_UTR_variant	0.2037	2e-81	GCST002961	FALSE
chr14	102777609	rs1051750	chr14	102776994	102777733	Immunoglobulin measurement (zinc sulfate turbidity test)	29403010	TRAF3	TRAF3	rs1051750-?	5_prime_UTR_variant	NR	1e-9	GCST006000	FALSE
chr9	2844261	rs16910644	chr9	2843837	2844608	Clostridium difficile infection in multiple myeloma	29594489	NR	KIAA0020 - GPS2P1	rs16910644-?	regulatory_region_variant	NA	3e-6	GCST005686	FALSE
chr4	53930053	rs11725926	chr4	53929929	53930452	Pulse pressure	29403010	LOC100506444, RPL21P44	LOC100129728 - RPL21P44	rs11725926-?	intron_variant	NR	2e-15	GCST006009	FALSE
chr10	73997944	rs3812625	chr10	73997643	73998304	Left ventricular internal dimension in diastole	29403010	VCL	C10orf55 - VCL	rs3812625-?	intron_variant	NR	1e-8	GCST006008	FALSE
chr1	155061442	rs41264285	chr1	155061404	155061917	Systemic lupus erythematosus	28714469	ADAM15, EFNA1	LOC100505666, ADAM15	rs41264285-T	missense_variant	0.211	8e-7	GCST005752	FALSE
chr7	22726602	rs1800797	chr7	22726311	22726822	Systemic lupus erythematosus	28714469	LOC541472	LOC541472, IL6	rs1800797-?	non_coding_transcript_exon_variant	NR	8e-6	GCST005752	FALSE
chr7	8136157	rs6945305	chr7	8135687	8136188	Systemic lupus erythematosus	28714469	ICA1	ICA1	rs6945305-A	intron_variant	NR	1e-6	GCST005752	FALSE
chr1	154429203	rs8192282	chr1	154429094	154429595	Systemic lupus erythematosus	28714469	IL6R	IL6R	rs8192282-?	synonymous_variant	NR	4e-6	GCST005752	FALSE
chr1	154429203	rs8192282	chr1	154429094	154429595	Response to anti-retroviral therapy (ddI/d4T) in HIV-1 infection (Grade 2 peripheral neuropathy)	24554482	IL6R	IL6R	rs8192282-?	synonymous_variant	NA	5e-6	GCST002365	FALSE
chr1	161566341	rs332398	chr1	161566111	161566632	Systemic lupus erythematosus	28714469	FCGR3A, FCGR2C	FCGR3A - FCGR2C	rs332398-T	intron_variant	0.462	1e-6	GCST005752	FALSE
chr8	10425916	rs3750310	chr8	10425767	10426902	Systemic lupus erythematosus	28714469	MSRA	MSRA	rs3750310-G	intron_variant	0.692	8e-6	GCST005752	FALSE
chr3	58332737	rs180977001	chr3	58332558	58333115	Systemic lupus erythematosus	28714469	PXK	RPP14 - PXK	rs180977001-C	regulatory_region_variant	0.067	2e-8	GCST005752	FALSE
chr8	10928562	rs12548184	chr8	10928320	10928821	Systemic lupus erythematosus	28714469	BLK, XKR6	XKR6	rs12548184 -?	intron_variant	0.315	1e-7	GCST005752	FALSE
chr12	79345104	rs17005500	chr12	79344793	79345296	Systemic lupus erythematosus	28714469	SYT1	SYT1	rs17005500 -?	intron_variant	0.071	2e-7	GCST005752	FALSE
chr16	10944503	rs8054198	chr16	10944159	10944674	Systemic lupus erythematosus	28714469	CLEC16A	CLEC16A	rs8054198 -?	5_prime_UTR_variant	0.031	2e-8	GCST005752	FALSE
chr11	128632601	rs4936059	chr11	128632283	128632784	Rheumatoid arthritis (ACPA-positive)	24532676	ETS1, FLI1	LOC105369568 - LOC101929538	rs4936059-G	intron_variant	0.66	7e-10	GCST006048	FALSE
chr20	46118343	rs1883832	chr20	46118001	46118502	Rheumatoid arthritis (ACPA-positive)	24532676	CD40	CD40	rs1883832-G	5_prime_UTR_variant	0.75	2e-13	GCST006048	FALSE
chr20	46118343	rs1883832	chr20	46118001	46118502	Chronic hepatitis B infection	25802187	CD40	CD40	rs1883832-T	5_prime_UTR_variant	0.37	3e-15	GCST002879	FALSE
chr20	46118343	rs1883832	chr20	46118001	46118502	Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)	26974007	CD40	CD40	rs1883832-?	5_prime_UTR_variant	NR	4e-12	GCST005537	FALSE
chr7	100897340	rs76181418	chr7	100896445	100897537	Heart rate increase in response to exercise	29497042	SRRT, ACHE, TRIP6, C7orf43, UFSP1	ACHE - RN7SL549P	rs76181418-G	regulatory_region_variant	0.822734	3e-16	GCST005845	FALSE
chr7	100897329	rs17883557	chr7	100896445	100897537	Heart rate response to recovery post exercise (10 sec)	29497042	SRRT, ACHE, TRIP6, C7orf43	ACHE - RN7SL549P	rs17883557-G	regulatory_region_variant	0.822785	6e-21	GCST005846	FALSE
chr1	219467338	rs2820436	chr1	219467251	219467752	Osteoarthritis (hospital diagnosed)	29559693	NR	LOC102723886	rs2820436-A	regulatory_region_variant	0.342569	2e-9	GCST005814	FALSE
chr1	219467338	rs2820436	chr1	219467251	219467752	Osteoarthritis of the hip (hospital diagnosed)	29559693	NR	LOC102723886	rs2820436-A	regulatory_region_variant	0.342814	6e-6	GCST005810	FALSE
chr1	219467338	rs2820436	chr1	219467251	219467752	Waist-to-hip ratio adjusted for body mass index	28448500	LYPLAL1	LOC102723886	rs2820436-C	regulatory_region_variant	0.6804	3e-27	GCST004576	FALSE
chr1	219467338	rs2820436	chr1	219467251	219467752	Waist-to-hip ratio adjusted for BMI in active individuals	28448500	LYPLAL1	LOC102723886	rs2820436-C	regulatory_region_variant	0.6803	2e-21	GCST004578	FALSE
chr1	219467338	rs2820436	chr1	219467251	219467752	Waist-to-hip ratio adjusted for BMI in inactive individuals	28448500	LYPLAL1	LOC102723886	rs2820436-C	regulatory_region_variant	0.6817	5e-7	GCST004577	FALSE
chr1	219467338	rs2820436	chr1	219467251	219467752	Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction)	28448500	LYPLAL1	LOC102723886	rs2820436-?	regulatory_region_variant	0.6804	6e-26	GCST004567	FALSE
chr1	219467338	rs2820436	chr1	219467251	219467752	Osteoarthritis of the hip or knee (hospital diagnosed)	29559693	NR	LOC102723886	rs2820436-A	regulatory_region_variant	0.342645	2e-8	GCST005812	FALSE
chr5	75614147	rs11748027	chr5	75613972	75614476	Total cholesterol levels	29403010	ANKDD1B	ANKDD1B	rs11748027-?	intron_variant	NR	3e-36	GCST006034	FALSE
chr9	104808433	rs2740476	chr9	104807982	104808483	Total cholesterol levels	29403010	NR	ABCA1	rs2740476-?	intron_variant	NR	6e-9	GCST006034	FALSE
chr1	161727208	rs1875763	chr1	161726774	161727515	White blood cell count	29403010	FCRLB	FCRLB	rs1875763-?	intron_variant	NR	2e-8	GCST005973	FALSE
chr1	161727208	rs1875763	chr1	161726774	161727515	Non-albumin protein levels	29403010	NR	FCRLB	rs1875763-?	intron_variant	NR	3e-9	GCST005990	FALSE
chr8	60791496	rs13280978	chr8	60791048	60791549	White blood cell count	29403010	CHD7	CHD7	rs13280978-?	intron_variant	NR	3e-13	GCST005973	FALSE
chr6	33080823	rs116722486	chr6	33080058	33081015	White blood cell count	29403010	NR	HLA-DPB1	rs116722486-?	stop_gained	NR	3e-10	GCST005973	FALSE
chr9	120868947	rs7847628	chr9	120868837	120869550	High density lipoprotein cholesterol levels	29403010	PHF19	PHF19	rs7847628-?	intron_variant	NR	2e-8	GCST006005	FALSE
chr9	120868947	rs7847628	chr9	120868837	120869550	Birth weight	27680694	PHF19	PHF19	rs7847628-G	intron_variant	0.67	5e-9	GCST005146	FALSE
chr15	58407738	rs13329672	chr15	58407256	58407867	High density lipoprotein cholesterol levels	29403010	NR	LOC101928635	rs13329672-?	intron_variant	NR	7e-37	GCST006005	FALSE
chr1	234717013	rs553427	chr1	234716879	234717380	Low density lipoprotein cholesterol	29403010	LOC101927787, LINC01132	LOC105373208 - LINC01132	rs553427-?	intron_variant	NR	1e-9	GCST006004	FALSE
chr20	32687779	rs28530618	chr20	32687468	32687969	White blood cell count (basophil)	29403010	C20orf203, COMMD7	C20orf203 - BAK1P1	rs28530618-?	intron_variant	NR	4e-8	GCST005976	FALSE
chr20	32687779	rs28530618	chr20	32687468	32687969	Birth weight	27680694	C20orf203	C20orf203 - BAK1P1	rs28530618-A	intron_variant	0.51	8e-11	GCST005146	FALSE
chr12	12725831	rs66561220	chr12	12724861	12726249	Lymphocyte counts	29403010	APOLD1	LOC105369663 - APOLD1	rs66561220-?	regulatory_region_variant	NR	2e-8	GCST005997	FALSE
chr5	111748162	rs3797733	chr5	111748138	111748639	Red blood cell count	29403010	NREP	NREP	rs3797733-?	intron_variant	NR	1e-9	GCST005996	FALSE
chr5	111748162	rs3797733	chr5	111748138	111748639	Mean corpuscular hemoglobin	29403010	NREP	NREP	rs3797733-?	intron_variant	NR	8e-13	GCST005993	FALSE
chr12	56757545	rs2958137	chr12	56757432	56757950	Red blood cell count	29403010	PRIM1, HSD17B6	HSD17B6	rs2958137-?	intron_variant	NR	1e-9	GCST005996	FALSE
chr12	56757545	rs2958137	chr12	56757432	56757950	Platelet count	27863252	HSD17B6	HSD17B6	rs2958137-G	intron_variant	0.5186	4e-22	GCST004603	FALSE
chr6	31898356	rs118097312	chr6	31898316	31898817	Red blood cell count	29403010	NR	C2	rs118097312-?	intron_variant	NR	1e-10	GCST005996	FALSE
chr8	102239027	rs2290707	chr8	102238702	102239776	Mean corpuscular volume	29403010	RRM2B	RRM2B	rs2290707-?	5_prime_UTR_variant	NR	3e-15	GCST006011	FALSE
chr8	102239027	rs2290707	chr8	102238702	102239776	Mean corpuscular hemoglobin	29403010	RRM2B	RRM2B	rs2290707-?	5_prime_UTR_variant	NR	3e-10	GCST005993	FALSE
chr11	9748771	rs472109	chr11	9748382	9748883	Mean corpuscular volume	29403010	SWAP70	SWAP70	rs472109-?	intron_variant	NR	5e-9	GCST006011	FALSE
chr11	9748771	rs472109	chr11	9748382	9748883	Coronary artery disease	29212778	LOC440028, SBF2-AS1, SWAP70	SWAP70	rs472109-C	intron_variant	0.5698	6e-12	GCST005195	FALSE
chr13	75480960	rs9573563	chr13	75480597	75481113	Mean corpuscular volume	29403010	TBC1D4	TBC1D4	rs9573563-?	intron_variant	NR	4e-10	GCST006011	FALSE
chr13	75480960	rs9573563	chr13	75480597	75481113	Mean corpuscular hemoglobin	29403010	TBC1D4	TBC1D4	rs9573563-?	intron_variant	NR	4e-8	GCST005993	FALSE
chr14	102317171	rs4906190	chr14	102316725	102317344	Mean corpuscular volume	29403010	ZNF839	TRI-AAT5-1 - ZNF839	rs4906190-?	regulatory_region_variant	NR	2e-8	GCST006011	FALSE
chr17	49789170	rs1123339	chr17	49788810	49789486	Mean corpuscular volume	29403010	KAT7	KAT7	rs1123339-?	non_coding_transcript_exon_variant	NR	7e-11	GCST006011	FALSE
chr17	49789170	rs1123339	chr17	49788810	49789486	Mean corpuscular hemoglobin	29403010	KAT7	KAT7	rs1123339-?	non_coding_transcript_exon_variant	NR	3e-10	GCST005993	FALSE
chr2	144425390	rs10210063	chr2	144424778	144425601	Mean corpuscular hemoglobin	29403010	ZEB2	ZEB2	rs10210063-?	intron_variant	NR	4e-29	GCST005993	FALSE
chr14	65374056	rs11621604	chr14	65373597	65374098	IgG glycosylation patterns	29535710	NR	MIR4708 - LOC105370537	rs11621604-G	intergenic_variant	0.593	9e-16	GCST005656	FALSE
chr9	33125002	rs10971420	chr9	33124951	33125452	IgG glycosylation patterns	29535710	NR	B4GALT1	rs10971420-C	intron_variant	0.3271	2e-12	GCST005656	FALSE
chr14	65411677	rs2411822	chr14	65411547	65412075	IgG glycosylation patterns	29535710	NR	FUT8-AS1, FUT8	rs2411822-G	5_prime_UTR_variant	0.4875	2e-13	GCST005656	FALSE
chr6	82068785	rs9361886	chr6	82068761	82069262	Central corneal thickness	29760442	IBTK	LOC102724168, LOC107986617	rs9361886-T	regulatory_region_variant	0.56	8e-8	GCST005667	FALSE
chr15	101015194	rs2034809	chr15	101015156	101015663	Central corneal thickness	29760442	LRRK1	LRRK1	rs2034809-G	intron_variant	0.51	4e-6	GCST005667	FALSE
chr8	11802194	rs12056541	chr8	11802181	11802976	Non-melanoma skin cancer	29739929	NR	FDFT1	rs12056541-T	non_coding_transcript_exon_variant	NR	3e-6	GCST005896	FALSE
chr20	36139051	rs75653149	chr20	36138557	36139058	Non-melanoma skin cancer	29739929	NR	EPB41L1	rs75653149-C	intron_variant	NR	2e-6	GCST005896	FALSE
chr11	40186373	rs4075903	chr11	40186208	40187236	Cerebrospinal fluid beta-site APP cleaving enzyme levels	29751835	LRRC4C	LRRC4C	rs4075903-?	intron_variant	NR	9e-6	GCST005714	FALSE
chr7	8437157	rs6463808	chr7	8436839	8437348	Response to long-chain n-3 polyunsaturated fatty acid supplementation (change in triglyceride levels)	24847101	NXPH1	NXPH1	rs6463808-A	intron_variant	0.09	3e-6	GCST006055	FALSE
chr6	30828768	rs1264350	chr6	30828438	30828939	Rosacea symptom severity	29771307	IER3, DDR1	LINC00243	rs1264350-T	intron_variant	NR	1e-7	GCST005790	FALSE
chr6	31114163	rs3130976	chr6	31113733	31114234	Rosacea symptom severity	29771307	C6orf15, PSORS1C1	C6orf15 - PSORS1C1	rs3130976-T	regulatory_region_variant	NR	5e-8	GCST005790	FALSE
chr14	48904195	rs185236232	chr14	48903878	48904379	Rosacea symptom severity	29771307	RPS29	LOC105378178	rs185236232-G	intergenic_variant	NR	5e-7	GCST005790	FALSE
chr16	90077159	rs118174802	chr16	90077130	90077734	Rosacea symptom severity	29771307	PRDM7, TUBB4Q	PRDM7	rs118174802-T	intron_variant	NR	1e-6	GCST005790	FALSE
chr16	89973042	rs11649211	chr16	89972317	89973146	Low tan response	29739929	AFG3L1P	AFG3L1P	rs11649211-G	intron_variant	NR	1e-30	GCST005897	FALSE
chr20	36050981	rs1204552	chr20	36050688	36051214	Low tan response	29739929	NR	LINC00657 - EPB41L1	rs1204552-A	regulatory_region_variant	NR	4e-146	GCST005897	FALSE
chr6	30103160	rs1110446	chr6	30103006	30103507	Hepatocellular carcinoma in hepatitis B infection	29784950	HLA	TRIM31	rs1110446-?	3_prime_UTR_variant	NR	9e-13	GCST005746	FALSE
chr2	113974664	rs12472051	chr2	113974542	113975198	Diabetic kidney disease in type 2 diabetes (ESRD vs. no ESRD)	29703844	NR	ACTR3 - LOC100499194	rs12472051-?	intergenic_variant	NA	4e-6	GCST005893	FALSE
chr1	5975370	rs75886247	chr1	5975110	5975611	Chronic kidney disease in type 2 diabetes	29703844	NR	NPHP4	rs75886247-?	intron_variant	NA	5e-6	GCST005882	FALSE
chr7	105705501	rs17151401	chr7	105705396	105705897	Chronic kidney disease in type 2 diabetes	29703844	NR	ATXN7L1	rs17151401-?	intron_variant	NA	3e-6	GCST005882	FALSE
chr1	203186870	rs10399805	chr1	203186869	203187388	Blood protein levels	29875488	NR	CHI3L1 - CHIT1	rs10399805-A	regulatory_region_variant	0.128	7e-168	GCST005806	FALSE
chr6	33694518	rs3227	chr6	33694210	33694732	Educational attainment	23722424	ITPR3	ITPR3	rs3227-C	non_coding_transcript_exon_variant	0.498	3e-7	GCST002045	FALSE
chr8	19682127	rs7816924	chr8	19682011	19682647	Response to antidepressant treatment (citalopram)	23726668	CSGALNACT1	CSGALNACT1	rs7816924-A	intron_variant	NR	2e-7	GCST002046	FALSE
chr8	58411603	rs2859998	chr8	58411105	58411629	Narcolepsy with cataplexy	23496005	UBXN2B	UBXN2B	rs2859998-?	intron_variant	NR	1e-7	GCST001909	FALSE
chr7	16668236	rs58370486	chr7	16668039	16668540	Alzheimer's disease (cognitive decline)	23535033	BZW2, TSPAN13	BZW2	rs58370486-?	intron_variant	0.03	6e-11	GCST001915	FALSE
chr9	121713734	rs35061590	chr9	121713641	121714142	Heart rate	23534349	DAB2IP	DAB2IP	rs35061590-T	intron_variant	NA	9e-6	GCST001921	FALSE
chr3	187738921	rs3733017	chr3	187738479	187739299	PR interval	23534349	BCL6	BCL6	rs3733017-G	intron_variant	NA	6e-6	GCST001925	FALSE
chr19	11089332	rs17249141	chr19	11089164	11089665	LDL cholesterol	23726366	LDLR	SMARCA4 - LDLR	rs17249141-T	regulatory_region_variant	0.0126	2e-17	GCST002042	FALSE
chr1	58570953	rs638065	chr1	58570721	58571222	Word reading	23738518	intergenic	RN7SL713P - TACSTD2	rs638065-?	regulatory_region_variant	NR	8e-6	GCST002060	FALSE
chr8	22230919	rs12541335	chr8	22230354	22230993	Hypertriglyceridemia	23505323	SFTPC, REEP4, POLR3D, PIWIL2, PHYHIP, LGI3, BMP1	PHYHIP	rs12541335-G	intron_variant	0.66	7e-6	GCST001905	FALSE
chr17	76737321	rs3744061	chr17	76737084	76738254	Retinal arteriolar caliber	23776548	SFRS2, MFSD11, JMJD6, MXRA7	SRSF2, MFSD11	rs3744061-G	5_prime_UTR_variant	0.44	2e-10	GCST002071	FALSE
chr2	110858527	rs13401811	chr2	110858378	110858879	Chronic lymphocytic leukemia	23770605	ACOXL, BCL2L11	ACOXL	rs13401811-G	intron_variant	0.81	2e-18	GCST002073	FALSE
chr12	47377646	rs2074193	chr12	47377380	47377968	Migraine with aura	23793025	intergenic	LOC107984528 - LOC100288129	rs2074193-C	regulatory_region_variant	0.21	5e-7	GCST002080	FALSE
chr19	38683692	rs973009	chr19	38683476	38683977	Migraine with aura	23793025	intergenic	ACTN4	rs973009-?	intron_variant	0.87	4e-6	GCST002080	FALSE
chr1	45513003	rs4660306	chr1	45512522	45513058	Homocysteine levels	23824729	MMACHC	PRDX1	rs4660306-T	3_prime_UTR_variant	0.33	2e-9	GCST002087	FALSE
chr16	89793345	rs12921383	chr16	89793050	89793555	Homocysteine levels	23824729	FANCA, DPEP1	FANCA	rs12921383-T	intron_variant	0.87	8e-11	GCST002087	FALSE
chr15	86520858	rs12591257	chr15	86520536	86521037	Psychosis (methamphetamine induced)	23594818	KLHL25, AGBL1, LINC00052	AGBL1	rs12591257-A	intron_variant	0.817	4e-6	GCST001975	FALSE
chr17	59210093	rs6503905	chr17	59209742	59210268	Circulating myeloperoxidase levels (plasma)	23620142	C17orf71	SMG8	rs6503905-A	synonymous_variant	0.37	3e-12	GCST001980	FALSE
chr7	78285026	rs798336	chr7	78284850	78285457	Mammographic density (dense area)	25342443	MAGI2	MAGI2	rs798336-T	intron_variant	0.88	2e-6	GCST002667	FALSE
chr1	243354849	rs2802728	chr1	243354756	243355280	Toenail selenium levels	25343990	SDCCAG8	SDCCAG8	rs2802728-T	intron_variant	0.9	6e-6	GCST002671	FALSE
chr10	12389368	rs4451621	chr10	12389260	12390011	Educational attainment	25201988	intergenic	CAMK1D	rs4451621-T	intron_variant	0.536	1e-6	GCST002598	FALSE
chr16	72897186	rs16971384	chr16	72896855	72897356	LDL cholesterol	21347282	ZFHX3	ZFHX3	rs16971384-A	intron_variant	0.55	5e-6	GCST000975	FALSE
chr3	171116770	rs11920719	chr3	171116309	171116850	LDL cholesterol	21347282	TNIK	LOC105374216, TNIK	rs11920719-A	intron_variant	0.77	4e-6	GCST000975	FALSE
chr19	10981463	rs11669133	chr19	10981223	10981724	LDL cholesterol	21347282	SMARCA4	SMARCA4	rs11669133-A	intron_variant	0.06	1e-8	GCST000975	FALSE
chr2	206781950	rs7594645	chr2	206781503	206782008	Episodic memory	25385369	FASTKD2, MIR3130-1, MIR3130-2	FASTKD2	rs7594645-G	intron_variant	0.072	4e-9	GCST002695	FALSE
chr11	19578424	rs10741780	chr11	19578025	19578567	HIV-1 susceptibility	22174851	AC023950.6	NAV2	rs10741780-?	intron_variant	NR	6e-6	GCST001353	FALSE
chr17	58631673	rs411988	chr17	58631509	58632345	Iron status biomarkers (ferritin levels)	25352340	TEX14	TEX14	rs411988-A	non_coding_transcript_exon_variant	0.564	2e-10	GCST002677	FALSE
chr1	150094287	rs12058524	chr1	150093698	150094291	Uric acid levels	21294900	VPS45	VPS45	rs12058524-T	intron_variant	0.15	2e-6	GCST000963	FALSE
chr6	158537074	rs930451	chr6	158536330	158537536	Breastfeeding duration	25475840	OXER1, HAAO, MTA3	TMEM181	rs930451-?	intron_variant	NR	1e-6	GCST002715	FALSE
chr13	49521546	rs17381960	chr13	49521105	49521606	Breastfeeding duration	25475840	PHF11, RCBTB1	PHF11, SETDB2-PHF11	rs17381960-?	intron_variant	NR	2e-6	GCST002715	FALSE
chr13	49521546	rs17381960	chr13	49521105	49521606	Mumps	28928442	NR	PHF11, SETDB2-PHF11	rs17381960-?	intron_variant	NR	3e-6	GCST005003	FALSE
chr10	11806793	rs12358475	chr10	11806321	11807133	Breast cancer (survival)	25526632	C10orf47, ECHDC3	LOC105376415 - PROSER2	rs12358475-?	intergenic_variant	NR	2e-6	GCST002727	FALSE
chr1	158121627	rs12068986	chr1	158121607	158122108	Electroencephalogram traits	25387704	intergenic	KIRREL - LOC646268	rs12068986-?	regulatory_region_variant	NR	4e-7	GCST002709	FALSE
chr1	223732743	rs140084787	chr1	223732391	223732930	Febrile seizures (MMR vaccine-related)	25344690	CAPN2	CAPN2	rs140084787-C	intron_variant	0.982	6e-6	GCST002674	FALSE
chr4	18022498	rs1380294	chr4	18021517	18022594	Infant length	25281659	LCORL	LCORL	rs1380294-T	regulatory_region_variant	0.15	3e-14	GCST002646	FALSE
chr10	75062359	rs10762651	chr10	75062268	75063262	Anxiety disorder	25390645	DUPD1	DUPD1	rs10762651-?	intergenic_variant	NA	6e-6	GCST002696	FALSE
chr11	15843741	rs11023737	chr11	15843128	15844064	Longevity (90 years and older)	25199915	SOX6	LOC105376567 - LOC107984370	rs11023737-?	regulatory_region_variant	0.68	4e-6	GCST002599	FALSE
chr6	79612564	rs6917843	chr6	79612351	79612978	Very long-chain saturated fatty acid levels (fatty acid 20:0)	25378659	SH3BGRL2	SH3BGRL2	rs6917843-A	intergenic_variant	NR	4e-6	GCST002690	FALSE
chr1	11838976	rs1023252	chr1	11838598	11839121	Natriuretic peptide levels	21273288	CLCN6	CLCN6	rs1023252-T	missense_variant	0.26	4e-16	GCST000957	FALSE
chr5	35803475	rs931555	chr5	35803009	35803535	Multiple sclerosis	21244703	IL7R	LOC105374724, SPEF2	rs931555-?	intron_variant	NR	4e-7	GCST000949	FALSE
chr2	27629051	rs3749147	chr2	27628284	27629216	Waist Circumference - Triglycerides (WC-TG)	21386085	CCDC121	GPN1	rs3749147-C	missense_variant	NR	1e-9	GCST001006	FALSE
chr1	167442147	rs864537	chr1	167442084	167442586	Celiac disease or Rheumatoid arthritis	21383967	CD247	CD247	rs864537-?	intron_variant	NR	2e-11	GCST000987	FALSE
chr1	167442147	rs864537	chr1	167442084	167442586	Celiac disease	20190752	CD247	CD247	rs864537-?	intron_variant	0.61	4e-7	GCST000612	FALSE
chr5	142638295	rs152528	chr5	142637848	142638352	Cardiac hypertrophy	21348951	FGF1	FGF1	rs152528-?	intron_variant	NR	8e-7	GCST000960	FALSE
chr6	33118671	rs1883414	chr6	33118440	33118968	Nephropathy	21399633	HLA-DPA1, HLA-DPB1, HLA-DPB2	HLA-DPB2	rs1883414-?	non_coding_transcript_exon_variant	0.67 (EA)	5e-9	GCST001009	FALSE
chr6	33118671	rs1883414	chr6	33118440	33118968	IgA nephropathy	25305756	HLA-DPB1, HLA-DPA1, HLA-DPB2	HLA-DPB2	rs1883414-G	non_coding_transcript_exon_variant	0.68	5e-7	GCST002655	FALSE
chr7	73556901	rs13233571	chr7	73556884	73557907	C-reactive protein levels	21300955	BCL7B	BCL7B	rs13233571-C	intron_variant	NR	4e-9	GCST000965	FALSE
chr7	73556901	rs13233571	chr7	73556884	73557907	HDL cholesterol levels	28334899	MLXIPL	BCL7B	rs13233571-T	intron_variant	0.119	5e-13	GCST004232	FALSE
chr6	32255481	rs3130320	chr6	32255453	32255954	Systemic lupus erythematosus	21408207	NOTCH4, C6orf10	LOC101929163	rs3130320-T	intron_variant	0.39	3e-6	GCST000996	FALSE
chr6	32255481	rs3130320	chr6	32255453	32255954	Waist-to-hip ratio adjusted for body mass index	28448500	BTNL2	LOC101929163	rs3130320-C	intron_variant	0.6281	6e-6	GCST004576	FALSE
chr6	32255481	rs3130320	chr6	32255453	32255954	Waist-to-hip ratio adjusted for BMI in active individuals	28448500	BTNL2	LOC101929163	rs3130320-C	intron_variant	0.6267	9e-6	GCST004578	FALSE
