snp_chr	snp_pos	snp	peak_chr	peak_start	peak_end	disease.trait	pubmedid	reported.gene.s.	mapped_gene	strongest.snp.risk.allele	context	risk.allele.frequency	p.value	study.accession	Multiple
chr2	206781950	rs7594645	chr2	206781502	206782002	Episodic memory	25385369	FASTKD2, MIR3130-1, MIR3130-2	FASTKD2	rs7594645-G	intron_variant	0.072	4e-9	GCST002695	FALSE
chr6	158537074	rs930451	chr6	158536408	158537396	Breastfeeding duration	25475840	OXER1, HAAO, MTA3	TMEM181	rs930451-?	intron_variant	NR	1e-6	GCST002715	FALSE
chr1	223732743	rs140084787	chr1	223732395	223732895	Febrile seizures (MMR vaccine-related)	25344690	CAPN2	CAPN2	rs140084787-C	intron_variant	0.982	6e-6	GCST002674	FALSE
chr11	15843741	rs11023737	chr11	15843485	15843985	Longevity (90 years and older)	25199915	SOX6	LOC105376567 - LOC107984370	rs11023737-?	regulatory_region_variant	0.68	4e-6	GCST002599	FALSE
chr6	79612564	rs6917843	chr6	79612417	79612917	Very long-chain saturated fatty acid levels (fatty acid 20:0)	25378659	SH3BGRL2	SH3BGRL2	rs6917843-A	intergenic_variant	NR	4e-6	GCST002690	FALSE
chr1	11838976	rs1023252	chr1	11838633	11839133	Natriuretic peptide levels	21273288	CLCN6	CLCN6	rs1023252-T	missense_variant	0.26	4e-16	GCST000957	FALSE
chr5	35803475	rs931555	chr5	35803052	35803552	Multiple sclerosis	21244703	IL7R	LOC105374724, SPEF2	rs931555-?	intron_variant	NR	4e-7	GCST000949	FALSE
chr1	167442147	rs864537	chr1	167442085	167442585	Celiac disease or Rheumatoid arthritis	21383967	CD247	CD247	rs864537-?	intron_variant	NR	2e-11	GCST000987	FALSE
chr1	167442147	rs864537	chr1	167442085	167442585	Celiac disease	20190752	CD247	CD247	rs864537-?	intron_variant	0.61	4e-7	GCST000612	FALSE
chr5	142638295	rs152528	chr5	142637876	142638376	Cardiac hypertrophy	21348951	FGF1	FGF1	rs152528-?	intron_variant	NR	8e-7	GCST000960	FALSE
chr4	163611649	rs3792615	chr4	163611599	163612099	Type 2 diabetes	21490949	MARCH1	MARCH1	rs3792615-T	intron_variant	0.95	9e-6	GCST001033	FALSE
chr8	32554841	rs2439312	chr8	32554599	32555099	Dialysis-related mortality	21546767	NRG1	NRG1	rs2439312-?	intron_variant	0.24	7e-6	GCST001066	FALSE
chr3	74585946	rs1374879	chr3	74585879	74586379	Smoking quantity	24665060	NR	CNTN3	rs1374879-?	intergenic_variant	NA	8e-6	GCST002393	FALSE
chr4	95537282	rs10032931	chr4	95537090	95537590	Optic nerve measurement (cup-to-disc ratio)	20395239	UNC5C	UNC5C	rs10032931-C	intron_variant	NR	4e-6	GCST000655	FALSE
chr7	115274554	rs10274759	chr7	115274383	115274883	PR interval in Tripanosoma cruzi seropositivity	24324551	NR	LINC01392 - LOC100506489	rs10274759-?	intergenic_variant	NR	3e-6	GCST002279	FALSE
chr19	3435547	rs72974768	chr19	3435058	3435558	QRS duration in Tripanosoma cruzi seropositivity	24324551	NR	NFIC	rs72974768-?	intron_variant	NR	3e-6	GCST002284	FALSE
chr10	58908811	rs61458523	chr10	58908623	58909123	QT interval in Tripanosoma cruzi seropositivity	24324551	NR	RN7SKP196 - LINC00844	rs61458523-?	intergenic_variant	NR	2e-6	GCST002278	FALSE
chr5	144031781	rs391760	chr5	144031445	144031945	Bipolar disorder (body mass index interaction)	24322204	NR	HMHB1 - RN7SL87P	rs391760-?	intergenic_variant	NR	2e-6	GCST002306	FALSE
chr4	178480279	rs2702449	chr4	178480049	178480549	Response to mTOR inhibitor (everolimus)	24009623	AGA	RNA5SP173 - LOC105377563	rs2702449-?	intergenic_variant	NR	7e-6	GCST002157	FALSE
chr2	229657682	rs1861612	chr2	229657498	229657998	Type 2 diabetes	24101674	DNER	DNER	rs1861612-T	intron_variant	0.64	7e-8	GCST002224	FALSE
chr7	8118257	rs6463768	chr7	8117980	8118480	Metabolite levels (Pyroglutamine)	23934736	ICA1	ICA1	rs6463768-C	intron_variant	NA	1e-6	GCST002118	FALSE
chr17	45135596	rs2291447	chr17	45135247	45135747	Economic and political preferences	22566634	ACBD4	ACBD4	rs2291447-T	splice_region_variant	NR	2e-6	GCST001519	FALSE
chr19	45692498	rs7245708	chr19	45691731	45692702	Subcutaneous adipose tissue	22589738	FBXO46, EML2, SNRPD2, GIPR, QPCTL	QPCTL	rs7245708-C	5_prime_UTR_variant	0.04	1e-6	GCST001521	FALSE
chr1	38136401	rs7547921	chr1	38135947	38136806	Visceral adipose tissue/subcutaneous adipose tissue ratio	22589738	POU3F1	LOC105378655	rs7547921-A	non_coding_transcript_exon_variant	0.09	8e-6	GCST001524	FALSE
chr18	26312708	rs1791780	chr18	26312325	26312825	Visceral adipose tissue adjusted for BMI	22589738	TAF4B	TAF4B	rs1791780-G	intron_variant	0.54	4e-7	GCST001523	FALSE
chr6	129710348	rs17057678	chr6	129709993	129710493	Antineutrophil cytoplasmic antibody-associated vasculitis	22808956	ARHGAP18	ARHGAP18 - RPL5P21	rs17057678-?	regulatory_region_variant	NR	6e-7	GCST001613	FALSE
chr1	153876520	rs7414227	chr1	153876310	153876810	Lentiform nucleus volume	22903471	GATAD2B	GATAD2B	rs7414227-G	intron_variant	0.49	3e-6	GCST001640	FALSE
chr3	185424069	rs7629245	chr3	185423608	185424108	Airflow obstruction	22837378	MAP3K13	MAP3K13	rs7629245-T	intron_variant	0.15	9e-6	GCST001621	FALSE
chr22	26645319	rs16982515	chr22	26645220	26645720	IgG glycosylation	23382691	NR	ISCA2P1	rs16982515-C	non_coding_transcript_exon_variant	0.919024750334374	3e-6	GCST001848	FALSE
chr8	28324238	rs11779594	chr8	28324207	28324707	IgG glycosylation	23382691	NR	PNOC	rs11779594-C	intron_variant	0.930937853767276	9e-6	GCST001848	FALSE
chr16	53811575	rs11642841	chr16	53811117	53811617	Type 2 diabetes	20581827	FTO	FTO	rs11642841-A	intron_variant	NA	3e-8	GCST000712	FALSE
chr1	153801800	rs4434872	chr1	153801456	153802419	Conduct disorder (symptom count)	20585324	LOC343052	LOC105371448	rs4434872-T	splice_region_variant	0.263	8e-6	GCST000713	FALSE
chr13	93226778	rs7985891	chr13	93226575	93227075	Response to anti-retroviral therapy (ddI/d4T) in HIV-1 infection (Grade 2 peripheral neuropathy)	24554482	GPC6	LINC00363 - GPC6	rs7985891-?	non_coding_transcript_exon_variant	NA	2e-7	GCST002365	FALSE
chr7	8103297	rs7791362	chr7	8103120	8104104	Cognitive function	24684796	GLCCI1, ICA1	LOC105375142 - ICA1	rs7791362-C	intergenic_variant	0.201	4e-6	GCST002386	FALSE
chr1	45618711	rs1053941	chr1	45618354	45618854	Blood metabolite levels	24816252	NASP	NASP	rs1053941-T	3_prime_UTR_variant	0.23	5e-11	GCST002443	FALSE
chr1	62734265	rs6679002	chr1	62733783	62734283	Blood metabolite levels	24816252	ANGPTL3	DOCK7 - ATG4C	rs6679002-T	regulatory_region_variant	0.59	2e-15	GCST002443	FALSE
chr18	49645913	rs2187375	chr18	49645655	49646155	Blood metabolite levels	24816252	LIPG	LOC105372112	rs2187375-A	regulatory_region_variant	0.17	3e-17	GCST002443	FALSE
chr1	205750404	rs823114	chr1	205750071	205750571	Parkinson's disease	24842889	PARK16	NUCKS1 - RAB29	rs823114-?	regulatory_region_variant	0.59	3e-6	GCST002455	FALSE
chr1	205750404	rs823114	chr1	205750071	205750571	Body mass index	28892062	NUCKS1	NUCKS1 - RAB29	rs823114-A	regulatory_region_variant	0.53	4e-8	GCST004904	FALSE
chr2	103419975	rs13390641	chr2	103419522	103420022	Blood pressure (anthropometric measures interaction)	24903457	TMEM182	LOC105373519 - LOC728815	rs13390641-A	intergenic_variant	0.11	5e-8	GCST002471	FALSE
chr2	103419975	rs13390641	chr2	103419522	103420022	Blood pressure	24903457	TMEM182	LOC105373519 - LOC728815	rs13390641-A	intergenic_variant	0.11	4e-8	GCST004705	FALSE
chr1	47388842	rs17103186	chr1	47388680	47389180	Corneal curvature	24963161	CMPK1	LINC01389	rs17103186-C	intron_variant	0.82	3e-12	GCST002502	FALSE
chr9	127348132	rs7029536	chr9	127348027	127348527	Metabolite levels (HVA)	23319000	GARNL3, SLC2A8	GARNL3	rs7029536-T	intron_variant	NR	5e-6	GCST001824	FALSE
chr17	36949012	rs2306658	chr17	36948621	36949121	Obesity-related traits	23251661	AATF	AATF	rs2306658-G	5_prime_UTR_variant	0.249	2e-6	GCST001762	FALSE
chr16	27203663	rs16976587	chr16	27203265	27204172	Obesity-related traits	23251661	JMJD5	KDM8	rs16976587-A	intron_variant	0.0060	9e-6	GCST001762	FALSE
chr10	5876469	rs17145612	chr10	5876353	5876853	Obesity-related traits	23251661	ANKRD16	ANKRD16	rs17145612-A	intron_variant	0.0080	6e-6	GCST001762	FALSE
chr3	139354169	rs1044826	chr3	139353893	139354393	Obesity-related traits	23251661	MRPS22	MRPS22	rs1044826-G	intron_variant	0.412	9e-6	GCST001762	FALSE
chr7	49594206	rs4492324	chr7	49594165	49594665	Obesity-related traits	23251661	intergenic	DDX43P2 - VWC2	rs4492324-G	intergenic_variant	0.235	8e-6	GCST001762	FALSE
chr15	78618839	rs8040868	chr15	78618362	78618862	Obesity-related traits	23251661	CHRNA3	CHRNA3	rs8040868-G	synonymous_variant	0.239	6e-8	GCST001762	FALSE
chr15	78618839	rs8040868	chr15	78618362	78618862	Pulmonary function (smoking interaction)	23284291	CHRNA3	CHRNA3	rs8040868-T	synonymous_variant	NR	9e-8	GCST001784	FALSE
chr15	78618839	rs8040868	chr15	78618362	78618862	Squamous cell lung carcinoma	28604730	CHRNA3	CHRNA3	rs8040868-C	synonymous_variant	0.413519195	3e-41	GCST004750	FALSE
chr15	78618839	rs8040868	chr15	78618362	78618862	Pre bronchodilator FEV1	26634245	CHRNA3	CHRNA3	rs8040868NR	synonymous_variant	NR	4e-11	GCST003266	FALSE
chr15	78618839	rs8040868	chr15	78618362	78618862	Pre bronchodilator FEV1/FVC ratio	26634245	CHRNA3	CHRNA3	rs8040868-?	synonymous_variant	NR	2e-11	GCST003267	FALSE
chr15	78618839	rs8040868	chr15	78618362	78618862	Post bronchodilator FEV1/FVC ratio	26634245	CHRNA3	CHRNA3	rs8040868-T	synonymous_variant	0.433	9e-12	GCST003264	FALSE
chr15	78618839	rs8040868	chr15	78618362	78618862	Post bronchodilator FEV1	26634245	CHRNA3	CHRNA3	rs8040868-T	synonymous_variant	0.434	1e-13	GCST003262	FALSE
chr15	78618839	rs8040868	chr15	78618362	78618862	Post bronchodilator FEV1/FVC ratio in COPD	26634245	CHRNA3	CHRNA3	rs8040868-T	synonymous_variant	0.498	3e-6	GCST003265	FALSE
chr20	12241517	rs6134479	chr20	12241303	12241803	Hearing function	25060954	BTBD3, PA2G4P2	LOC105372531 - LOC107985406	rs6134479-G	intergenic_variant	NR	5e-7	GCST002543	FALSE
chr8	108083801	rs374810	chr8	108083421	108083921	Ossification of the posterior longitudinal ligament of the spine	25064007	RSPO2, EMC2, EIF3E	RSPO2 - AURKBPS1	rs374810-G	regulatory_region_variant	0.611	2e-13	GCST002545	FALSE
chr7	27745330	rs10214930	chr7	27745029	27745529	Hypospadias	25108383	TAX1BP1	TAX1BP1	rs10214930-G	intron_variant	0.764	8e-12	GCST002563	FALSE
chr6	41654359	rs45483501	chr6	41654348	41654848	Diffuse large B cell lymphoma	25261932	NR	MDFI - NPM1P51	rs45483501-C	intergenic_variant	0.875	8e-6	GCST002636	FALSE
chr13	50545001	rs1239954	chr13	50544605	50545105	Obesity-related traits	23251661	intergenic	DLEU1 - LOC107984568	rs1239954-A	intron_variant	0.0060	9e-6	GCST001762	FALSE
chr9	94681756	rs10125337	chr9	94681401	94681901	Obesity-related traits	23251661	FBP1, C9orf3	FBP1 - LOC107987101	rs10125337-G	regulatory_region_variant	0.0040	4e-6	GCST001762	FALSE
chr3	143286187	rs17636071	chr3	143285845	143286345	Response to cholinesterase inhibitors in Alzheimer's disease	23374588	SLC9A9	SLC9A9	rs17636071-G	intron_variant	0.09	2e-6	GCST001835	FALSE
chr11	125443703	rs7930295	chr11	125443681	125444181	Schizophrenia	23894747	FEZ1	PKNOX2 - FEZ1	rs7930295-G	intergenic_variant	0.86	3e-6	GCST001851	FALSE
chr10	107614626	rs11193561	chr10	107614392	107614892	Endometriosis	23472165	SORCS1, LOC100128304	RNA5SP326 - LOC101927573	rs11193561-A	intergenic_variant	0.239	6e-6	GCST001894	FALSE
chr8	1295964	rs17669535	chr8	1295661	1296161	Menarche (age at onset)	23599027	DLGAP2	ERICH1-AS1 - LOC286083	rs17669535-C	intron_variant	0.97	6e-7	GCST001973	FALSE
chr2	218607602	rs611203	chr2	218607473	218607973	Height	25429064	PLCD4	PLCD4	rs611203-A	regulatory_region_variant	0.77	2e-10	GCST002702	FALSE
chr12	87960746	rs11104688	chr12	87960574	87961074	Trans fatty acid levels	25646338	NR	RPS4XP15 - C12orf50	rs11104688-T	intergenic_variant	0.8898	1e-6	GCST002721	FALSE
chr7	14242285	rs17765925	chr7	14242232	14242732	Verbal declarative memory	25648963	DGKB, ETV1	DGKB	rs17765925-G	intron_variant	0.3	3e-6	GCST002701	FALSE
chr21	36112764	rs4817775	chr21	36112700	36113451	Bone mineral density	22504420	CBR3	LOC100133286	rs4817775-A	intron_variant	0.59	9e-7	GCST001482	FALSE
chr12	3804261	rs2058350	chr12	3803806	3804306	Cognitive performance	20125193	PARP11	LOC107984495 - PARP11	rs2058350-?	intron_variant	NR	8e-6	GCST000579	FALSE
chr1	222750009	rs6683071	chr1	222749872	222750372	Cognitive performance	19734545	FAM177B	FAM177B	rs6683071-?	missense_variant	0.2016	4e-6	GCST000477	FALSE
chr1	210362681	rs7527939	chr1	210362484	210362984	Schizophrenia	23142968	HHAT	HHAT	rs7527939-C	intron_variant	NR	6e-9	GCST001733	FALSE
chr6	7743430	rs9505270	chr6	7743164	7743664	Myopia (pathological)	23049088	BMP6	BMP6	rs9505270-?	intron_variant	0.261	4e-7	GCST001712	FALSE
chr10	6273831	rs7077335	chr10	6273381	6273881	Myopia (pathological)	23049088	intergenic	PFKFB3 - SDCBPP1	rs7077335-?	regulatory_region_variant	0.011	2e-12	GCST001712	FALSE
chr6	33080884	rs1042151	chr6	33080114	33080945	Aspirin exacerbated respiratory disease in asthmatics	23180272	HLA-DPB1	HLA-DPB1	rs1042151-G	missense_variant	0.083	5e-7	GCST001747	FALSE
chr19	17309480	rs2303745	chr19	17309196	17309696	Systemic lupus erythematosus	23273568	DDA1	MRPL34 - DDA1	rs2303745-A	intron_variant	0.39	1e-6	GCST001795	FALSE
chr5	51632976	rs4865673	chr5	51632720	51633220	Dental caries	23259602	ISL1	LOC105379196 - RNA5SP182	rs4865673-?	intergenic_variant	NR	9e-6	GCST001786	FALSE
chr20	63666449	rs6011002	chr20	63666159	63666659	Dental caries	23259602	RTEL1	RTEL1-TNFRSF6B, RTEL1	rs6011002-?	intron_variant	NR	3e-6	GCST001786	FALSE
chr12	47779569	rs4760636	chr12	47779218	47779718	Urate levels	23263486	HDAC7	SLC48A1	rs4760636-T	intron_variant	0.23	6e-6	GCST001791	FALSE
chr6	6317893	rs3024321	chr6	6317839	6318339	End-stage coagulation	23381943	F13A1	F13A1	rs3024321-A	intron_variant	0.679	8e-142	GCST001798	FALSE
chr2	178873542	rs11693319	chr2	178873458	178873958	Blood pressure measurement (cold pressor test)	24165912	CCDC141	CCDC141	rs11693319-T	3_prime_UTR_variant	0.02	2e-7	GCST002247	FALSE
chr7	137844832	rs6978230	chr7	137844656	137845156	Cognitive decline (age-related)	24468470	DGKI	DGKI	rs6978230-?	intron_variant	NR	6e-6	GCST002320	FALSE
chr3	58020539	rs6764184	chr3	58020280	58020780	Optic cup area	25631615	FLNB	FLNB	rs6764184-T	intron_variant	0.24	1e-8	GCST002764	FALSE
chr3	58020539	rs6764184	chr3	58020280	58020780	Vertical cup-disc ratio	28073927	FLNB	FLNB	rs6764184-T	intron_variant	NR	5e-6	GCST004075	FALSE
chr17	39244798	rs11078895	chr17	39244680	39245180	Calcium levels	25972035	LOC101929578	LOC101929578	rs11078895-A	non_coding_transcript_exon_variant	0.259	5e-6	GCST002911	FALSE
chr1	241610984	rs16841877	chr1	241610970	241611470	Number of children	25742292	NR	OPN3	rs16841877-?	intron_variant	NA	6e-6	GCST002801	FALSE
chr1	241610984	rs16841877	chr1	241610970	241611470	Number of pregnancies	25742292	NR	OPN3	rs16841877-?	intron_variant	NA	6e-6	GCST002799	FALSE
chr1	7053052	rs11120822	chr1	7052709	7053209	Stearic acid (18:0) levels	23362303	CAMTA1	CAMTA1	rs11120822-C	intron_variant	NR	1e-6	GCST001840	FALSE
chr15	60618351	rs3784609	chr15	60618144	60618644	Total ventricular volume (Alzheimer's disease interaction)	21116278	RORA	RORA, RORA-AS1	rs3784609-?	intron_variant	NR	3e-6	GCST000892	FALSE
chr7	2723468	rs798544	chr7	2723221	2723721	Height	18391951	GNA12	AMZ1	rs798544-G	intron_variant	0.72	7e-15	GCST000175	FALSE
chr12	75889574	rs11180732	chr12	75889098	75889598	Glomerular filtration rate (creatinine)	26831199	PHLDA1	LOC105369846 - RN7SL734P	rs11180732-T	intron_variant	0.31	6e-7	GCST003372	FALSE
chr2	200306468	rs10931898	chr2	200306258	200306758	Information processing speed	27046643	SPATS2L	SPATS2L	rs10931898-?	5_prime_UTR_variant	NR	3e-8	GCST003499	FALSE
chr8	58480714	rs4738684	chr8	58480330	58480830	Cholesterol, total	25961943	CYP7A1	UBXN2B - CYP7A1	rs4738684-A	intergenic_variant	0.34	3e-11	GCST002896	FALSE
chr3	127974574	rs16839633	chr3	127974200	127974700	Plasma omega-6 polyunsaturated fatty acid levels (linoleic acid)	26584805	NR	KBTBD12	rs16839633-T	intron_variant	0.3218	2e-6	GCST003239	FALSE
chr4	43849075	rs13146780	chr4	43848750	43849250	Alzheimer's disease in APOE e4- carriers	25778476	PGBD3P4, KCTD8	RN7SL691P - RN7SL193P	rs13146780-C	intergenic_variant	0.05	3e-6	GCST002817	FALSE
chr15	32718211	rs2293582	chr15	32717739	32718239	Colorectal cancer	25990418	GREM1, SCG5	LOC100131315, GREM1	rs2293582-A	non_coding_transcript_exon_variant	0.21	3e-11	GCST002919	FALSE
chr6	32668587	rs9274657	chr6	32668419	32668919	Autism spectrum disorder or schizophrenia	28540026	HLA-DQA1, HLA-DQB1, HLA-DRB1, HLA-DRB6	HLA-DQB1 - MTCO3P1	rs9274657-A	intergenic_variant	NA	1e-8	GCST004521	FALSE
chr6	32668836	rs147875011	chr6	32668419	32668919	Autism spectrum disorder or schizophrenia	28540026	HLA-DQA1, HLA-DQB1	HLA-DQB1 - MTCO3P1	rs147875011-T	intergenic_variant	NA	3e-10	GCST004521	FALSE
chr2	218323178	rs1870125	chr2	218322925	218323425	Monocyte count	27863252	PNKD	PNKD	rs1870125-T	5_prime_UTR_variant	0.591	1e-16	GCST004625	FALSE
chr6	33080829	rs1042133	chr6	33080114	33080945	Monocyte count	27863252	HLA-DPB1	HLA-DPB1	rs1042133-C	stop_lost	0.1567	3e-12	GCST004625	FALSE
chr8	47739071	rs45577137	chr8	47738773	47739273	Monocyte count	27863252	CEBPD	CEBPD - PRKDC	rs45577137-G	5_prime_UTR_variant	0.0461	2e-13	GCST004625	FALSE
chr8	47739071	rs45577137	chr8	47738773	47739273	Eosinophil percentage of white cells	27863252	CEBPD	CEBPD - PRKDC	rs45577137-G	5_prime_UTR_variant	0.0462	9e-14	GCST004600	FALSE
chr8	47739071	rs45577137	chr8	47738773	47739273	Eosinophil counts	27863252	CEBPD	CEBPD - PRKDC	rs45577137-G	5_prime_UTR_variant	0.0461	6e-13	GCST004606	FALSE
chr8	47739071	rs45577137	chr8	47738773	47739273	Sum eosinophil basophil counts	27863252	CEBPD	CEBPD - PRKDC	rs45577137-G	5_prime_UTR_variant	0.0461	3e-13	GCST004624	FALSE
chr8	47739071	rs45577137	chr8	47738773	47739273	Eosinophil percentage of granulocytes	27863252	CEBPD	CEBPD - PRKDC	rs45577137-G	5_prime_UTR_variant	0.046	2e-16	GCST004617	FALSE
chr8	47739071	rs45577137	chr8	47738773	47739273	Granulocyte percentage of myeloid white cells	27863252	CEBPD	CEBPD - PRKDC	rs45577137-G	5_prime_UTR_variant	0.046	2e-19	GCST004608	FALSE
chr8	47739071	rs45577137	chr8	47738773	47739273	Monocyte percentage of white cells	27863252	CEBPD	CEBPD - PRKDC	rs45577137-G	5_prime_UTR_variant	0.0461	1e-17	GCST004609	FALSE
chr8	47739071	rs45577137	chr8	47738773	47739273	Neutrophil percentage of white cells	27863252	CEBPD	CEBPD - PRKDC	rs45577137-G	5_prime_UTR_variant	0.0461	4e-13	GCST004633	FALSE
chr8	47739071	rs45577137	chr8	47738773	47739273	Neutrophil percentage of granulocytes	27863252	CEBPD	CEBPD - PRKDC	rs45577137-G	5_prime_UTR_variant	0.046	1e-17	GCST004623	FALSE
chr13	109159738	rs75900305	chr13	109159492	109159992	Monocyte count	27863252	MYO16	MYO16, LOC105370356	rs75900305-GC	intron_variant	0.3059	9e-11	GCST004625	FALSE
chr7	71149860	rs56212584	chr7	71149557	71150057	Lung cancer in ever smokers	28604730	WBSCR17	WBSCR17	rs56212584-G	intron_variant	0.093779099	8e-6	GCST004749	FALSE
chr4	38656198	rs75504410	chr4	38655819	38656319	Eosinophil counts	27863252	RP11-617D20.1, AC021860.1	KLF3-AS1	rs75504410-A	intron_variant	0.0678	3e-15	GCST004606	FALSE
chr4	38656198	rs75504410	chr4	38655819	38656319	Sum eosinophil basophil counts	27863252	RP11-617D20.1, AC021860.1	KLF3-AS1	rs75504410-A	intron_variant	0.0678	9e-16	GCST004624	FALSE
chr3	99972678	rs68092024	chr3	99972290	99972790	Cleft lip with or without cleft palate	28054174	COL8A1	FILIP1L, CMSS1	rs68092024-?	intron_variant	NR	5e-8	GCST004050	FALSE
chr1	155208991	rs760077	chr1	155208980	155209480	Urea levels	28270201	MTX1	MTX1, THBS3	rs760077-T	missense_variant	0.4247	6e-9	GCST004215	FALSE
chr1	155208991	rs760077	chr1	155208980	155209480	Red blood cell count	27863252	MTX1	MTX1, THBS3	rs760077-T	missense_variant	0.6031	2e-11	GCST004601	FALSE
chr1	155208991	rs760077	chr1	155208980	155209480	Hematocrit	27863252	MTX1	MTX1, THBS3	rs760077-T	missense_variant	0.6031	2e-23	GCST004604	FALSE
chr1	155208991	rs760077	chr1	155208980	155209480	Hemoglobin concentration	27863252	MTX1	MTX1, THBS3	rs760077-T	missense_variant	0.6031	6e-19	GCST004615	FALSE
chr5	16617813	rs75869162	chr5	16617619	16618119	Urate levels	28270201	FAM134B	LOC101929524	rs75869162-A	splice_region_variant	0.0054	2e-8	GCST004211	FALSE
chr12	50661925	rs1521516	chr12	50661748	50662248	Fibrinogen levels	28107422	DIP2B	DIP2B	rs1521516-?	intron_variant	NR	3e-11	GCST004122	FALSE
chr1	65687680	rs4655582	chr1	65687654	65688154	Fibrinogen levels	28107422	LEPR, PDE4B	LEPR - RN7SL854P	rs4655582-?	regulatory_region_variant	NR	5e-11	GCST004122	FALSE
chr16	53510718	rs17193922	chr16	53510353	53510853	Hip circumference adjusted for BMI	25673412	AKTIP	LOC105371268	rs17193922-C	regulatory_region_variant	0.701	1e-9	GCST004067	FALSE
chr16	28846324	rs7187776	chr16	28846279	28846779	Hip circumference adjusted for BMI	25673412	TUFM	TUFM	rs7187776-A	5_prime_UTR_variant	0.5907	4e-8	GCST004067	FALSE
chr9	26754898	rs73642995	chr9	26754473	26754973	Venous thromboembolism adjusted for sickle cell variant rs77121243-T	28203683	C9orf82	LOC105376000 - LOC107987028	rs73642995-T	intron_variant	0.0111	1e-6	GCST004068	FALSE
chr7	76226193	rs11770797	chr7	76225866	76226366	Blood protein levels	28240269	NR	SRRM3	rs11770797-?	intron_variant	NR	2e-6	GCST004365	FALSE
chr19	40777460	rs2233159	chr19	40777344	40778327	Blood protein levels	28240269	NR	MIA-RAB4B, MIA	rs2233159-?	3_prime_UTR_variant	NR	1e-69	GCST004365	FALSE
chr8	21616538	rs10503709	chr8	21616267	21616767	Blood protein levels	28240269	Intergenic	LOC101929172 - LOC107986922	rs10503709-C	intergenic_variant	0.4400202	5e-11	GCST004365	FALSE
chr6	166956742	rs2247314	chr6	166956405	166956905	Vitiligo	27723757	RNASET2, FGFR1OP, CCR6	RNASET2 - LOC105378120	rs2247314-T	intron_variant	0.6658	2e-18	GCST004785	FALSE
chr2	24435925	rs1545257	chr2	24435459	24435959	Sjögren's syndrome	24097067	ITSN2	LOC105374329	rs1545257-C	regulatory_region_variant	0.52	2e-6	GCST004879	FALSE
chr16	11100223	rs3862469	chr16	11100126	11100626	Alopecia areata	25608926	CIITA, DEXI, CLEC16A	CLEC16A	rs3862469-C	intron_variant	NR	2e-7	GCST004866	FALSE
chr9	14247347	rs13286037	chr9	14247261	14247761	Ankle injury	28957384	NFIB	NFIB	rs13286037-A	intron_variant	0.025	5e-8	GCST004952	FALSE
chr1	231422308	rs533281866	chr1	231422150	231422650	Red blood cell count	27863252	EGLN1	EGLN1	rs533281866-C	5_prime_UTR_variant	0.0215	8e-20	GCST004601	FALSE
chr1	231422308	rs533281866	chr1	231422150	231422650	Hematocrit	27863252	EGLN1	EGLN1	rs533281866-C	5_prime_UTR_variant	0.0215	8e-25	GCST004604	FALSE
chr1	231422308	rs533281866	chr1	231422150	231422650	Hemoglobin concentration	27863252	EGLN1	EGLN1	rs533281866-C	5_prime_UTR_variant	0.0215	2e-24	GCST004615	FALSE
chr4	87123184	rs13108043	chr4	87123170	87123670	Red blood cell count	27863252	AFF1	AFF1	rs13108043-A	intron_variant	0.1876	1e-11	GCST004601	FALSE
chr6	43774889	rs833070	chr6	43774657	43775157	Red blood cell count	27863252	VEGFA	VEGFA	rs833070-C	non_coding_transcript_exon_variant	0.4996	3e-16	GCST004601	FALSE
chr6	43774889	rs833070	chr6	43774657	43775157	Hematocrit	27863252	VEGFA	VEGFA	rs833070-C	non_coding_transcript_exon_variant	0.4996	3e-22	GCST004604	FALSE
chr6	43774889	rs833070	chr6	43774657	43775157	Hemoglobin concentration	27863252	VEGFA	VEGFA	rs833070-C	non_coding_transcript_exon_variant	0.4996	1e-20	GCST004615	FALSE
chr1	161749589	rs953301	chr1	161749473	161750496	Left atrial antero-posterior diameter	28394258	NR	RN7SL466P - DUSP12	rs953301-A	regulatory_region_variant	0.0381	8e-6	GCST004647	FALSE
chr12	53046995	rs73099903	chr12	53046821	53047321	Systolic blood pressure	28739976	LOC283335	TNS2, LOC283335	rs73099903-T	5_prime_UTR_variant	0.074	8e-8	GCST004776	FALSE
chr19	48872268	rs17272694	chr19	48872090	48872590	Reticulocyte fraction of red cells	27863252	PLEKHA4, PPP1R15A	PLEKHA4 - PPP1R15A	rs17272694-T	regulatory_region_variant	0.0296	3e-15	GCST004619	FALSE
chr19	48872268	rs17272694	chr19	48872090	48872590	Reticulocyte count	27863252	PLEKHA4, PPP1R15A	PLEKHA4 - PPP1R15A	rs17272694-T	regulatory_region_variant	0.0295	1e-12	GCST004622	FALSE
chr19	48872268	rs17272694	chr19	48872090	48872590	High light scatter reticulocyte count	27863252	PLEKHA4, PPP1R15A	PLEKHA4 - PPP1R15A	rs17272694-T	regulatory_region_variant	0.0295	6e-13	GCST004611	FALSE
chr19	48872268	rs17272694	chr19	48872090	48872590	High light scatter reticulocyte percentage of red cells	27863252	PLEKHA4, PPP1R15A	PLEKHA4 - PPP1R15A	rs17272694-T	regulatory_region_variant	0.0295	1e-14	GCST004612	FALSE
